,median_rates,mean_rates,product_index,product_type,product_brand,product_name,product_price,average_rate,no_of_rates,seller,website,brand_to_num
442,0.0,0.0,H6603001_S_IdeaPad_L340_17IRH_81LL005LHH,laptop,聯想,"IdeaPad L340-17IRH 17.3"" IPS FHD i5-9300H 8G 1TB+256G GTX1050-3G Wi10 Home",6699.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-L34017IRH-173-IPS-FHD-i59300H-8G-1TB256G-GTX10503G-Wi10-Home/p/H6603001_S_IdeaPad_L340_17IRH_81LL005LHH,3301
443,0.0,0.0,H6603001_S_IdeaPad_L340_17IRH_81LL005NHH,laptop,聯想,"IdeaPad L340-17IRH 17.3"" IPS FHD i7-9750H 8G 1TB+256G GTX1050-3G Win10 Home",8499.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-L34017IRH-173-IPS-FHD-i79750H-8G-1TB256G-GTX10503G-Win10-Home/p/H6603001_S_IdeaPad_L340_17IRH_81LL005NHH,3301
444,0.0,0.0,H6603001_S_IdeaPad_S540_15IWL_81NE0037HH,laptop,聯想,"IdeaPad S540-15IWL 15.6"" IPS FHD i5-8265u 8G 512G MX250-2G Win10 Home 銅色",6999.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-S54015IWL-156-IPS-FHD-i58265u-8G-512G-MX2502G-Win10-Home-銅色/p/H6603001_S_IdeaPad_S540_15IWL_81NE0037HH,3301
445,0.0,0.0,H6603001_S_IdeaPad_S540_15IWL_81NE003AHH,laptop,聯想,"IdeaPad S540-15IWL 15.6"" IPS FHD i7-8565u 12G 1TB MX250-2GB Win10 Home 銅色",8099.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-S54015IWL-156-IPS-FHD-i78565u-12G-1TB-MX2502GB-Win10-Home-銅色/p/H6603001_S_IdeaPad_S540_15IWL_81NE003AHH,3301
446,0.0,0.0,H6603001_S_IdeaPad_L340_15IWL_81LG00GRHH,laptop,聯想,"IdeaPad L340-15IWL 15.6"" FHD i3-8145u 4G 256G MX110-2G Win10 Home",4399.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-L34015IWL-156-FHD-i38145u-4G-256G-MX1102G-Win10-Home/p/H6603001_S_IdeaPad_L340_15IWL_81LG00GRHH,3301
447,0.0,0.0,H6603001_S_NP350XAA_X04HK,laptop,三星,"NP350XAA-X04HK 15"" FHD i5-8250u 8G 128G+1TB MX110-2G Win10 Home",5699.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP350XAAX04HK-15-FHD-i58250u-8G-128G1TB-MX1102G-Win10-Home/p/H6603001_S_NP350XAA_X04HK,3351
448,0.0,0.0,H6603001_S_NP350XAA_X05HK,laptop,三星,"NP350XAA-X05HK 15"" FHD i5-8250 8G 128G+1TB MX110-2G Win10 Home",5699.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP350XAAX05HK-15-FHD-i58250-8G-128G1TB-MX1102G-Win10-Home/p/H6603001_S_NP350XAA_X05HK,3351
449,0.0,0.0,H6603001_S_NP350XBE_K03HK,laptop,三星,"NP350XBE-K03HK 15"" FHD Intel 5405u 8G 128G SHARE Win10 Home",3399.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP350XBEK03HK-15-FHD-Intel-5405u-8G-128G-SHARE-Win10-Home/p/H6603001_S_NP350XBE_K03HK,3351
450,0.0,0.0,H6603001_S_NP350XBE_K04HK,laptop,三星,"NP350XBE-K04HK 15"" FHD 5405u 8G 128G SHARE Win10 Home",3399.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP350XBEK04HK-15-FHD-5405u-8G-128G-SHARE-Win10-Home/p/H6603001_S_NP350XBE_K04HK,3351
451,0.0,0.0,H6603001_S_NP350XBE_K01HK,laptop,三星,"NP350XBE-K01HK 15"" FHD i5-8265u 8G 256G SHARE Win10 Home",5199.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP350XBEK01HK-15-FHD-i58265u-8G-256G-SHARE-Win10-Home/p/H6603001_S_NP350XBE_K01HK,3351
452,0.0,0.0,H6603001_S_NP350XBE_K02HK,laptop,三星,"NP350XBE-K02HK 15"" FHD i5-8265u 8G 256G SHARE Win10 Home",5199.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP350XBEK02HK-15-FHD-i58265u-8G-256G-SHARE-Win10-Home/p/H6603001_S_NP350XBE_K02HK,3351
453,0.0,0.0,H6603001_S_NP930XBE_K03HK,laptop,三星,"NP930XBE-K03HK 13.3"" FHD i7-8565u 16G 512G SHARE Win10 Home",11699.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP930XBEK03HK-133-FHD-i78565u-16G-512G-SHARE-Win10-Home/p/H6603001_S_NP930XBE_K03HK,3351
454,0.0,0.0,H6603001_S_NP930MBE_K01HK,laptop,三星,"NP930MBE-K01HK 13.3"" FHD TOUCH i5-8265u 8G 256G SHARE Win10 Home",10599.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP930MBEK01HK-133-FHD-TOUCH-i58265u-8G-256G-SHARE-Win10-Home/p/H6603001_S_NP930MBE_K01HK,3351
455,0.0,0.0,H6603001_S_NP930SBE_K03HK,laptop,三星,"NP930SBE-K03HK 13.3"" FHD TOUCH i7-8565u 16G 512G SHARE Win10 Home",14099.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP930SBEK03HK-133-FHD-TOUCH-i78565u-16G-512G-SHARE-Win10-Home/p/H6603001_S_NP930SBE_K03HK,3351
456,0.0,0.0,H6603001_S_NP550XAA_X05HK,laptop,三星,"NP550XAA-X05HK 15.6"" PLS FHD i7-8550u 8G 128G+1TB MX150-2G Win10 Home",10680.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP550XAAX05HK-156-PLS-FHD-i78550u-8G-128G1TB-MX1502G-Win10-Home/p/H6603001_S_NP550XAA_X05HK,3351
457,0.0,0.0,H6603001_S_NP550XAA_X04HK,laptop,三星,"NP550XAA-X04HK 15.6"" PLS FHD i7-8550u 12G 256G+1TB MX150-2G Win10 Home",11080.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP550XAAX04HK-156-PLS-FHD-i78550u-12G-256G1TB-MX1502G-Win10-Home/p/H6603001_S_NP550XAA_X04HK,3351
458,0.0,0.0,H6603001_S_NP550XBE_X01HK,laptop,三星,"NP550XBE-X01HK 15.6"" PLS FHD i7-8565u 16G 256G+1TB MX150-2G Win10 Home",7699.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP550XBEX01HK-156-PLS-FHD-i78565u-16G-256G1TB-MX1502G-Win10-Home/p/H6603001_S_NP550XBE_X01HK,3351
459,0.0,0.0,H6603001_S_NP730XBE_K01HK,laptop,三星,"NP730XBE-K01HK 13.3"" FHD i5-8265u 8G 256G SHARE Win10 Home",6999.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP730XBEK01HK-133-FHD-i58265u-8G-256G-SHARE-Win10-Home/p/H6603001_S_NP730XBE_K01HK,3351
460,0.0,0.0,H6603001_S_NP730QAA_K02HK,laptop,三星,"NP730QAA-K02HK 13.3"" FHD TOUCH i7-8550u 8G 256G SHARE Win10 Home",6599.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP730QAAK02HK-133-FHD-TOUCH-i78550u-8G-256G-SHARE-Win10-Home/p/H6603001_S_NP730QAA_K02HK,3351
461,0.0,0.0,H0972006_S_342,smartphone,三星,4G-LTE 智能手機 - GALAXY S4 (白色),629.0,0.0,0.0,ASK-Super-Outlet,https://www.hktvmall.com/hktv/zh/main/ASK-Super-Outlet/s/H1142001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/4GLTE-智能手機-GALAXY-S4-白色/p/H0972006_S_342,3351
462,0.0,0.0,H5982001_S_samsunga205fd32gbblack,smartphone,Samsung 三星,SAMSUNG Galaxy A20 3gb+32gb Black 平行進口,1360.0,0.0,0.0,Xero,https://www.hktvmall.com/hktv/zh/main/Xero/s/H5982001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/SAMSUNG-Galaxy-A20-3gb32gb-Black-平行進口/p/H5982001_S_samsunga205fd32gbblack,1951
463,0.0,0.0,H5300001_S_ASAA30506-64GBBK,smartphone,三星,Galaxy A40s 6GB+64GB 黑色（平行進口）,1799.0,0.0,0.0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-A40s-6GB64GB-黑色平行進口/p/H5300001_S_ASAA30506-64GBBK,3351
464,0.0,0.0,H6588001_S_Samsung_A70_6_Coral,smartphone,三星,Galaxy A70 6GB+128GB 珊瑚橙色 香港行貨,2899.0,0.0,0.0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-A70-6GB128GB-珊瑚橙色-香港行貨/p/H6588001_S_Samsung_A70_6_Coral,3351
465,0.0,0.0,H0972006_S_Honor_8A_32GB_BU,smartphone,Huawei,"HONOR 8A - 6.09""旗艦級珍珠全面屏 / 支持人臉解鎖 / 獨立三卡槽 / Android 9.0 (32GB/藍色)",1029.0,0.0,0.0,ASK-Super-Outlet,https://www.hktvmall.com/hktv/zh/main/ASK-Super-Outlet/s/H1142001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/HONOR-8A-609旗艦級珍珠全面屏-支持人臉解鎖-獨立三卡槽-Android-90-32GB藍色/p/H0972006_S_Honor_8A_32GB_BU,3201
466,0.0,0.0,H5912001_S_SAM0068-bk,smartphone,三星,Galaxy A60 SM-A6060 6+128GB Dual SIM-黑（平行進口）,1888.0,0.0,0.0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-A60-SMA6060-6128GB-Dual-SIM黑平行進口/p/H5912001_S_SAM0068-bk,3351
467,0.0,0.0,S6048001_S_ibao002_black,smartphone,智愛寶,智愛寶定位功能電話連24個月手機月費服務,3288.0,0.0,0.0,榮華愛心科技服務有限公司,https://www.hktvmall.com/hktv/zh/main/榮華愛心科技服務有限公司/s/S6048001/電子電器/電子電器/手機及平板電腦/手提電話/傳統手提電話/智愛寶定位功能電話連24個月手機月費服務/p/S6048001_S_ibao002_black,1551
468,0.0,0.0,H6588001_S_Samsung_S10P_128_Green,smartphone,三星,Galaxy S10+ 8GB+128GB 幻鑽綠色 香港行貨,6049.0,0.0,0.0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-S10-8GB128GB-幻鑽綠色-香港行貨/p/H6588001_S_Samsung_S10P_128_Green,3351
469,0.0,0.0,H6588001_S_Pixel_3a_64_Black,smartphone,Google,Pixel 3a 4GB+64GB 黑色 平行進口,3699.0,0.0,0.0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Pixel-3a-4GB64GB-黑色-平行進口/p/H6588001_S_Pixel_3a_64_Black,2301
470,0.0,0.0,H6588001_S_Samsung_Note10P_256_White,smartphone,三星,Galaxy Note 10+ 12GB+256GB N9750 幻白色 香港行貨,7399.0,0.0,0.0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-Note-10-12GB256GB-N9750-幻白色-香港行貨/p/H6588001_S_Samsung_Note10P_256_White,3351
471,0.0,0.0,H6588001_S_Samsung_S10P_128_Silver,smartphone,三星,Galaxy S10+ 8GB+128GB 幻鑽銀色 香港行貨,5999.0,0.0,0.0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-S10-8GB128GB-幻鑽銀色-香港行貨/p/H6588001_S_Samsung_S10P_128_Silver,3351
472,0.0,0.0,H5300001_S_AAS1001DA8-128GBBK,smartphone,Asus,ROG Phone 2 8GB+128GB 全網版 黑色（平行進口）,4699.0,0.0,0.0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/ROG-Phone-2-8GB128GB-全網版-黑色平行進口/p/H5300001_S_AAS1001DA8-128GBBK,2751
473,0.0,0.0,H5300001_S_AGOG020C64GBJBK,smartphone,Google,Pixel 3A XL 64GB 純粹黑（平行進口）,3999.0,0.0,0.0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Pixel-3A-XL-64GB-純粹黑平行進口/p/H5300001_S_AGOG020C64GBJBK,2301
474,0.0,0.0,H5982001_S_samsunga105gds32gbblack,smartphone,三星,SAMSUNG Galaxy A10 2gb+32gb Black 平行進口,1188.0,0.0,0.0,Xero,https://www.hktvmall.com/hktv/zh/main/Xero/s/H5982001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/SAMSUNG-Galaxy-A10-2gb32gb-Black-平行進口/p/H5982001_S_samsunga105gds32gbblack,3351
475,0.0,0.0,H5982001_S_samsunga105gds32gbblack,smartphone,三星,SAMSUNG Galaxy A10 2gb+32gb Black 平行進口,1188.0,0.0,0.0,Xero,https://www.hktvmall.com/hktv/zh/main/Xero/s/H5982001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/SAMSUNG-Galaxy-A10-2gb32gb-Black-平行進口/p/H5982001_S_samsunga105gds32gbblack,3351
476,0.0,0.0,H5912001_S_SAM0072-we,smartphone,三星,Galaxy S10 SM-G973U 8+128GB 智能手機-白（平行進口）,5198.0,0.0,0.0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-S10-SMG973U-8128GB-智能手機白平行進口/p/H5912001_S_SAM0072-we,3351
477,0.0,0.0,H5982001_S_samsunga205fd32gbblue,smartphone,Samsung 三星,SAMSUNG Galaxy A20 3gb+32gb Blue 平行進口,1360.0,0.0,0.0,Xero,https://www.hktvmall.com/hktv/zh/main/Xero/s/H5982001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/SAMSUNG-Galaxy-A20-3gb32gb-Blue-平行進口/p/H5982001_S_samsunga205fd32gbblue,1951
478,0.0,0.0,H7007001_S_SAMG9730H01BK01,smartphone,三星,香港行貨(棱鏡黑)GALAXY S10 G9730 8GB RAM 128GB ROM,5098.0,0.0,0.0,煒信電信電子科技公司,https://www.hktvmall.com/hktv/zh/main/煒信電信電子科技公司/s/H7007001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/香港行貨棱鏡黑GALAXY-S10-G9730-8GB-RAM-128GB-ROM/p/H7007001_S_SAMG9730H01BK01,3351
479,0.0,0.0,H5912001_S_SAM0067-be,smartphone,三星,Galaxy A60 SM-A6060 6+64GB Dual SIM-藍（平行進口）,1728.0,0.0,0.0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-A60-SMA6060-664GB-Dual-SIM藍平行進口/p/H5912001_S_SAM0067-be,3351
480,0.0,0.0,H6588001_S_Pixel_3a_64_White,smartphone,Google,Pixel 3a 4GB+64GB 白色 平行進口,3799.0,0.0,0.0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Pixel-3a-4GB64GB-白色-平行進口/p/H6588001_S_Pixel_3a_64_White,2301
481,0.0,0.0,H0972006_S_PHILIPS_E571_BK,smartphone,Philips,E517 -  Android 直板按鍵智能手機 / 雙咭 4G / 超長待機 / 長者手機 (黑色),479.0,0.0,0.0,ASK-Super-Outlet,https://www.hktvmall.com/hktv/zh/main/ASK-Super-Outlet/s/H1142001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/E517-Android-直板按鍵智能手機-雙咭-4G-超長待機-長者手機-黑色/p/H0972006_S_PHILIPS_E571_BK,901
482,0.0,0.0,H6588001_S_HTC_U12P_Red,smartphone,HTC,U12+ 6GB+128GB 紅色 香港行貨,3999.0,0.0,0.0,HKTVmall-Outlet,https://www.hktvmall.com/hktv/zh/main/HKTVmall-Outlet/s/H1137001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/U12-6GB128GB-紅色-香港行貨/p/H6588001_S_HTC_U12P_Red,2201
483,0.0,0.0,H6725001_S_i6S_R_64_1_U,smartphone,APPLE,"iPhone 6S - 64GB, 二手9成9新 (100%正常運作)(平行進口)",1800.0,0.0,0.0,手機檢測科技有限公司,https://www.hktvmall.com/hktv/zh/main/手機檢測科技有限公司/s/H6725001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/iPhone-6S-64GB-二手9成9新-100正常運作平行進口/p/H6725001_S_i6S_R_64_1_U,3251
484,0.0,0.0,H5300001_S_AXMM1903C3EG2-16GBBK,smartphone,小米,紅米 7A 16GB磨砂黑（平行進口）,799.0,0.0,0.0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/紅米-7A-16GB磨砂黑平行進口/p/H5300001_S_AXMM1903C3EG2-16GBBK,3101
485,0.0,0.0,H7007001_S_SAMN970H01BK01,smartphone,三星,香港行貨(幻黑)GALAXY NOTE 10 N9700 8GB RAM 256GB ROM,6368.0,0.0,0.0,煒信電信電子科技公司,https://www.hktvmall.com/hktv/zh/main/煒信電信電子科技公司/s/H7007001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/香港行貨幻黑GALAXY-NOTE-10-N9700-8GB-RAM-256GB-ROM/p/H7007001_S_SAMN970H01BK01,3351
486,0.0,0.0,H7007001_S_SAMN970H01SV01,smartphone,三星,香港行貨(幻光)GALAXY NOTE 10 N9700 8GB RAM 256GB ROM,6368.0,0.0,0.0,煒信電信電子科技公司,https://www.hktvmall.com/hktv/zh/main/煒信電信電子科技公司/s/H7007001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/香港行貨幻光GALAXY-NOTE-10-N9700-8GB-RAM-256GB-ROM/p/H7007001_S_SAMN970H01SV01,3351
487,0.0,0.0,H7007001_S_SAMN970H01WH01,smartphone,三星,香港行貨(幻白)GALAXY NOTE 10 N9700 8GB RAM 256GB ROM,6368.0,0.0,0.0,煒信電信電子科技公司,https://www.hktvmall.com/hktv/zh/main/煒信電信電子科技公司/s/H7007001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/香港行貨幻白GALAXY-NOTE-10-N9700-8GB-RAM-256GB-ROM/p/H7007001_S_SAMN970H01WH01,3351
488,0.0,0.0,H6588001_S_Samsung_Note10P_512_Black,smartphone,三星,Galaxy Note 10+ 12GB+512GB N9750 幻黑色 香港行貨,8499.0,0.0,0.0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-Note-10-12GB512GB-N9750-幻黑色-香港行貨/p/H6588001_S_Samsung_Note10P_512_Black,3351
489,0.0,0.0,H6588001_S_Samsung_Note10P_512_Glow,smartphone,三星,Galaxy Note 10+ 12GB+512GB N9750 幻光色 香港行貨,8499.0,0.0,0.0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-Note-10-12GB512GB-N9750-幻光色-香港行貨/p/H6588001_S_Samsung_Note10P_512_Glow,3351
490,0.0,0.0,G5031001_S_APPIXR128MT192,smartphone,APPLE,"iPhone XR, 128GB - 黑色 #HK行貨",5689.0,0.0,0.0,Metro-com,https://www.hktvmall.com/hktv/zh/main/Metro-com/s/G5031001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/iPhone-XR-128GB-黑色-HK行貨/p/G5031001_S_APPIXR128MT192,3251
491,0.0,0.0,G5031001_S_101-APPIXS-MT962ZA_A,smartphone,APPLE,iPhone XS 64GB 金色 #HK行貨,8499.0,0.0,0.0,Metro-com,https://www.hktvmall.com/hktv/zh/main/Metro-com/s/G5031001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/iPhone-XS-64GB-金色-HK行貨/p/G5031001_S_101-APPIXS-MT962ZA_A,3251
492,0.0,0.0,H0972006_S_Note7P_BK,smartphone,Ulefone,Note 7P - 後置三鏡頭 / 三卡槽 / Android 9.0,849.0,0.0,0.0,ASK-Gadgets,https://www.hktvmall.com/hktv/zh/main/ASK-Gadgets/s/H0972006/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Note-7P-後置三鏡頭-三卡槽-Android-90/p/H0972006_S_Note7P_BK,2351
493,0.0,0.0,H0972006_S_FTJ161A,smartphone,FREETEL,MUSASHI 武藏日系超薄智能摺機 / 雙屏幕觸控設計 / Android系統,499.0,0.0,0.0,ASK-Super-Outlet,https://www.hktvmall.com/hktv/zh/main/ASK-Super-Outlet/s/H1142001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/MUSASHI-武藏日系超薄智能摺機-雙屏幕觸控設計-Android系統/p/H0972006_S_FTJ161A,751
494,0.0,0.0,H5982001_S_blackberrykeyone32gbsilverblack,smartphone,BlackBerry,BlackBerry KeyOne 32gb Silver Black 香港行貨一年保養,2180.0,0.0,0.0,Xero,https://www.hktvmall.com/hktv/zh/main/Xero/s/H5982001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/BlackBerry-KeyOne-32gb-Silver-Black-香港行貨一年保養/p/H5982001_S_blackberrykeyone32gbsilverblack,2151
495,0.0,0.0,H5300001_S_AXMM1810F6LG3-32GBCB,smartphone,小米,紅米 7 3GB+32GB（平行進口）夢幻藍,1099.0,0.0,0.0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/紅米-7-3GB32GB平行進口夢幻藍/p/H5300001_S_AXMM1810F6LG3-32GBCB,3101
496,0.0,0.0,H5912001_S_Xa0066-bk,smartphone,小米,紅米 NOTE 6 Pro 4+64GB-黑（香港行貨）,1388.0,0.0,0.0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/紅米-NOTE-6-Pro-464GB黑香港行貨/p/H5912001_S_Xa0066-bk,3101
497,0.0,0.0,G5031001_S_101-APPIXS-MT9927A_A,smartphone,APPLE,"iPhone XS 256GB, 金色 #HK行貨",9799.0,0.0,0.0,Metro-com,https://www.hktvmall.com/hktv/zh/main/Metro-com/s/G5031001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/iPhone-XS-256GB-金色-HK行貨/p/G5031001_S_101-APPIXS-MT9927A_A,3251
498,0.0,0.0,H5982001_S_blackberrykey2le64gbred,smartphone,BlackBerry,BlackBerry Key 2 LE 64GB Red 香港行貨一年保養,3480.0,0.0,0.0,Xero,https://www.hktvmall.com/hktv/zh/main/Xero/s/H5982001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/BlackBerry-Key-2-LE-64GB-Red-香港行貨一年保養/p/H5982001_S_blackberrykey2le64gbred,2151
499,0.0,0.0,H5982001_S_blackberrykey2le64gbgold,smartphone,BlackBerry,BlackBerry Key 2 LE 64GB Gold 香港行貨一年保養,3480.0,0.0,0.0,Xero,https://www.hktvmall.com/hktv/zh/main/Xero/s/H5982001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/BlackBerry-Key-2-LE-64GB-Gold-香港行貨一年保養/p/H5982001_S_blackberrykey2le64gbgold,2151
500,0.0,0.0,H5039001_S_XMMI9T6128BKEU,smartphone,小米,9T 6+128GB 智能手機 (碳纖黑) (平行進口),2688.0,0.0,0.0,Brilliant-Channel,https://www.hktvmall.com/hktv/zh/main/Brilliant-Channel/s/H5039001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/9T-6128GB-智能手機-碳纖黑-平行進口/p/H5039001_S_XMMI9T6128BKEU,3101
501,0.0,0.0,H0972006_S_Armor_6_Red,smartphone,Ulefone,4G-LTE 三防智能手機 - ARMOR 6 (6+128GB) (紅色) (原廠行貨),2998.0,0.0,0.0,ASK-Gadgets,https://www.hktvmall.com/hktv/zh/main/ASK-Gadgets/s/H0972006/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/4GLTE-三防智能手機-ARMOR-6-6128GB-紅色-原廠行貨/p/H0972006_S_Armor_6_Red,2351
502,0.0,0.0,H7019001_S_R1_Gold,smartphone,SHARP ,4G-LTE 智能手機 - R1(金色),699.0,0.0,0.0,凱訊數碼有限公司,https://www.hktvmall.com/hktv/zh/main/凱訊數碼有限公司/s/H7019001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/4GLTE-智能手機-R1金色/p/H7019001_S_R1_Gold,151
503,0.0,0.0,H5912001_S_SAM0039-bk,smartphone,三星,Galaxy A10 A105M 雙卡雙待 2+32GB智能手機-黑 (平行進口),1168.0,0.0,0.0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-A10-A105M-雙卡雙待-232GB智能手機黑-平行進口/p/H5912001_S_SAM0039-bk,3351
