median_rates,mean_rates,product_index,product_type,product_name,product_brand,price,avg_rating,total_comment,seller,website
5,5,10674060098,Mobile Phone,HUAWEI MATE 20 PRO 手機 綠色,HUAWEI,5988,0,490,香港蘇寧,https://product.hksuning.com/0000000000/10674060098.html
5,5,10584849430,Mobile Phone,APPLE IPHONE XS MAX 512GB 手機 太空灰,APPLE,11019,0,489,香港蘇寧,https://product.hksuning.com/0000000000/10584849430.html
5,5,624902167,Laptop,Apple MacBook Pro 13 2.3GHz i5 256GB 手提電腦,Apple,10798,0,484,香港蘇寧,https://product.hksuning.com/0000000000/624902167.html
5,5,10395189998,Tablet,Apple iPad (2018) Wi-Fi 128GB MR7K2ZP/A 銀色,Apple,3088,0,481,香港蘇寧,https://product.hksuning.com/0000000000/10395189998.html
5,5,10584849534,Mobile Phone,APPLE IPHONE XR 256GB 手機 黑色,APPLE,6499,0,473,香港蘇寧,https://product.hksuning.com/0000000000/10584849534.html
5,5,624902159,Laptop,Apple MacBook Pro 13 2.3GHz i5 128GB 手提電腦,Apple,9388,0,466,香港蘇寧,https://product.hksuning.com/0000000000/624902159.html
5,5,765126282,Laptop,DELL Inspiron 15-5570 15L-R1740-S-W10 i7 256GB 手提電腦,DELL,7599,0,459,香港蘇寧,https://product.hksuning.com/0000000000/765126282.html
5,5,10584849438,Mobile Phone,APPLE IPHONE XR 64GB 手機 白色,APPLE,5199,0,459,香港蘇寧,https://product.hksuning.com/0000000000/10584849438.html
5,5,10584849441,Mobile Phone,APPLE IPHONE XR 64GB 手機 紅色,APPLE,5199,0,458,香港蘇寧,https://product.hksuning.com/0000000000/10584849441.html
5,5,10584849156,Mobile Phone,APPLE IPHONE XS 64GB 手機 太空灰,APPLE,7409,0,456,香港蘇寧,https://product.hksuning.com/0000000000/10584849156.html
5,5,624902162,Laptop,Apple MacBook Pro 13 2.3GHz i5 256GB 手提電腦,Apple,10798,0,453,香港蘇寧,https://product.hksuning.com/0000000000/624902162.html
5,5,10584849307,Mobile Phone,APPLE IPHONE XS MAX 64GB 手機 太空灰,APPLE,8169,0,451,香港蘇寧,https://product.hksuning.com/0000000000/10584849307.html
5,5,10903483881,Mobile Phone,SAMSUNG GALAXY S10 智能手機 8+128GB 幻鑽綠,SAMSUNG,5298,0,447,香港蘇寧,https://product.hksuning.com/0000000000/10903483881.html
5,5,10532526617,Mobile Phone,HUAWEI M5-PRO-10-GD GOLD M5 PRO TABLET,HUAWEI,3580,0,444,香港蘇寧,https://product.hksuning.com/0000000000/10532526617.html
5,5,10583408739,Mobile Phone,HUAWEI NOVA 3I 手機 紫色,HUAWEI,1788,0,441,香港蘇寧,https://product.hksuning.com/0000000000/10583408739.html
5,5,10395130356,Tablet,Apple iPad (2018) Wi-Fi 32GB MR7F2ZP/A 太空灰,Apple,2428,0,438,香港蘇寧,https://product.hksuning.com/0000000000/10395130356.html
5,5,10584849522,Mobile Phone,APPLE IPHONE XR 128GB 手機 橙色,APPLE,5699,0,438,香港蘇寧,https://product.hksuning.com/0000000000/10584849522.html
5,5,10580223969,Tablet,Microsoft Surface Go (Intel 4415Y/128GB/8GB RAM),Microsoft,4288,0,436,香港蘇寧,https://product.hksuning.com/0000000000/10580223969.html
5,5,10395156079,Tablet,Apple iPad (2018) Wi-Fi 32GB MR7G2ZP/A 銀色,Apple,2428,0,436,香港蘇寧,https://product.hksuning.com/0000000000/10395156079.html
5,5,10586383781,Mobile Phone,SAMSUNG GALAXY NOTE 9 128GB 手機 藍色,SAMSUNG,5556.12,0,424,香港蘇寧,https://product.hksuning.com/0000000000/10586383781.html
5,5,10695152159,Mobile Phone,HUAWEI Y9 2019 智能手機 黑色,HUAWEI,1688,0,423,香港蘇寧,https://product.hksuning.com/0000000000/10695152159.html
5,5,10583408744,Mobile Phone,HUAWEI NOVA 3I 手機 白色,HUAWEI,1788,0,420,香港蘇寧,https://product.hksuning.com/0000000000/10583408744.html
5,5,11026147274,Mobile Phone,SAMSUNG6+128GB GALAXY A60 智能手機 黑色,SAMSUNG6+128GB,2298,0,419,香港蘇寧,https://product.hksuning.com/0000000000/11026147274.html
5,5,10584849539,Mobile Phone,APPLE IPHONE XR 256GB 手機 白色,APPLE,6499,0,413,香港蘇寧,https://product.hksuning.com/0000000000/10584849539.html
5,5,10532528362,Mobile Phone,HUAWEI M5-8-GD GOLD M5 TABLET,HUAWEI,2780,0,412,香港蘇寧,https://product.hksuning.com/0000000000/10532528362.html
5,5,624902250,Laptop,Apple MacBook Air 13'' 1.8GHz i5 128GB 手提電腦,Apple,7038,0,408,香港蘇寧,https://product.hksuning.com/0000000000/624902250.html
5,5,10583408737,Mobile Phone,HUAWEI NOVA 3I 手機 黑色,HUAWEI,1788,0,408,香港蘇寧,https://product.hksuning.com/0000000000/10583408737.html
5,5,624902161,Laptop,Apple Macbook Pro 13 2.3GHz i5 128GB Silver MPXR2ZP/A,Apple,9388,0,401,香港蘇寧,https://product.hksuning.com/0000000000/624902161.html
5,5,10787520774,Mobile Phone,HUAWEI Y9 2019 智能手機 藍色,HUAWEI,1688,0,393,香港蘇寧,https://product.hksuning.com/0000000000/10787520774.html
5,5,10555845058,Laptop,Apple MacBook Pro 13 2.3GHz i5 256GB 手提電腦,Apple,12888,0,389,香港蘇寧,https://product.hksuning.com/0000000000/10555845058.html
5,5,10555786341,Tablet,Apple iPad Pro 11 256GB Wi-Fi Silver MTXR2ZP/A 平板電腦,Apple,6799,0,385,香港蘇寧,https://product.hksuning.com/0000000000/10555786341.html
5,5,10584849540,Mobile Phone,APPLE IPHONE XR 256GB 手機 (PRODUCT)RED,APPLE,6499,0,385,香港蘇寧,https://product.hksuning.com/0000000000/10584849540.html
5,5,11020212664,Mobile Phone,HUAWEI P30 LITE 6+128GB 智能手機 藍色,HUAWEI,2388,0,384,香港蘇寧,https://product.hksuning.com/0000000000/11020212664.html
5,5,10584849161,Mobile Phone,APPLE IPHONE XS 64GB 手機 銀色,APPLE,7409,0,383,香港蘇寧,https://product.hksuning.com/0000000000/10584849161.html
5,5,10586383782,Mobile Phone,SAMSUNG GALAXY NOTE 9 128GB 手機 黑色,SAMSUNG,5556.12,0,379,香港蘇寧,https://product.hksuning.com/0000000000/10586383782.html
5,5,10576193971,Tablet,Microsoft Surface Pro i5/128GB/8GB RAM/ Signature Cover Bundle (Platinum）手提電腦,Microsoft,7888,0,375,香港蘇寧,https://product.hksuning.com/0000000000/10576193971.html
5,5,10584849494,Mobile Phone,APPLE IPHONE XR 128GB 手機 黃色,APPLE,5699,0,374,香港蘇寧,https://product.hksuning.com/0000000000/10584849494.html
5,5,10620163685,Mobile Phone,HUAWEI M5 LITE MEDIA PAD,HUAWEI,2380,0,373,香港蘇寧,https://product.hksuning.com/0000000000/10620163685.html
5,5,11039060814,Mobile Phone,SAMSUNG GALAXY A70 手機 6+128GB 白色,SAMSUNG,2798,0,349,香港蘇寧,https://product.hksuning.com/0000000000/11039060814.html
5,5,10676500810,Mobile Phone,SAMSUNG GALAXY J4+ 手機 2+32GB 黑色,SAMSUNG,1208,0,339,香港蘇寧,https://product.hksuning.com/0000000000/10676500810.html
5,5,11191799765,Mobile Phone,華為/HUAWEI Y9 Prime 2019 手機 寶石藍,華為/HUAWEI,1888,0,335,香港蘇寧,https://product.hksuning.com/0000000000/11191799765.html
5,5,10676511066,Mobile Phone,SAMSUNG GALAXY A7 手機 4+128GB 黑色,SAMSUNG,2498,0,334,香港蘇寧,https://product.hksuning.com/0000000000/10676511066.html
5,5,11039060815,Mobile Phone,SAMSUNG GALAXY A70 手機 8+128GB 黑色,SAMSUNG,2798,0,326,香港蘇寧,https://product.hksuning.com/0000000000/11039060815.html
5,5,10818305893,Tablet,Microsoft Surface Pro 6 (Core i5/ 256GB/8GB RAM),Microsoft,9988,0,324,香港蘇寧,https://product.hksuning.com/0000000000/10818305893.html
5,5,10613855369,Laptop,DELL Inspiron 14-5480 R1500-S-W10 14'' i5 256SSD 手提電腦,DELL,6799,0,320,香港蘇寧,https://product.hksuning.com/0000000000/10613855369.html
5,5,10964145620,Tablet,APPLE IPAD MINI 2019 64GB WIFI GOLD MUQY2ZP/A 平板電腦,APPLE,2988,0,313,香港蘇寧,https://product.hksuning.com/0000000000/10964145620.html
5,5,10676500905,Mobile Phone,SAMSUNG GALAXY A7 手機 4+128GB 粉色,SAMSUNG,2498,0,311,香港蘇寧,https://product.hksuning.com/0000000000/10676500905.html
5,5,10578795276,Tablet,MICROSOFT KLJ-00008 SP I5/8GB/256GB W/PLAT COVER BUNDLE 連鍵盤 電腦套裝,MICROSOFT,9488,0,308,香港蘇寧,https://product.hksuning.com/0000000000/10578795276.html
5,5,11039060813,Mobile Phone,SAMSUNG GALAXY A70 手機 6+128GB 橙色,SAMSUNG,2798,0,306,香港蘇寧,https://product.hksuning.com/0000000000/11039060813.html
5,5,10818316793,Tablet,Microsoft Surface Pro 6 (Core i5/ 128GB/ 8GB RAM),Microsoft,7288,0,291,香港蘇寧,https://product.hksuning.com/0000000000/10818316793.html
5,5,10964124018,Tablet,APPLE IPAD AIR 10.5 64GB WIFI SPACE GREY MUUJ2ZP/A 平板電腦,APPLE,3699,0,286,香港蘇寧,https://product.hksuning.com/0000000000/10964124018.html
5,5,11008663596,Mobile Phone,SAMSUNG GALAXY A20 手機 3+32GB 橙色,SAMSUNG,1298,0,284,香港蘇寧,https://product.hksuning.com/0000000000/11008663596.html
5,5,10612390263,Mobile Phone,VIVO V11 手機 夜空黑,VIVO,1839,0,281,香港蘇寧,https://product.hksuning.com/0000000000/10612390263.html
5,5,10586383783,Mobile Phone,SAMSUNG GALAXY NOTE 9 128GB 手機 紫色,SAMSUNG,5556.12,0,271,香港蘇寧,https://product.hksuning.com/0000000000/10586383783.html
5,5,11191799773,Mobile Phone,華為/HUAWEI Y9 Prime 2019 手機 翡冷翠,華為/HUAWEI,1888,0,271,香港蘇寧,https://product.hksuning.com/0000000000/11191799773.html
5,5,10584849446,Mobile Phone,APPLE IPHONE XR 64GB 手機 藍色,APPLE,5199,0,261,香港蘇寧,https://product.hksuning.com/0000000000/10584849446.html
5,5,10574051200,Laptop,Apple Macbook Air 13 1.6GHz I5 256GB Space Gray MRE92ZP/A 手提電腦,Apple,10339,0,258,香港蘇寧,https://product.hksuning.com/0000000000/10574051200.html
5,5,170114328,Mobile Phone,LG X POWER K220YAHKGBK BLACK 智能手機 黑色 2+16,LG,1098,0,250,香港蘇寧,https://product.hksuning.com/0000000000/170114328.html
5,5,11039060816,Mobile Phone,SAMSUNG GALAXY A70 手機 8+128GB 藍色,SAMSUNG,2798,0,247,香港蘇寧,https://product.hksuning.com/0000000000/11039060816.html
5,5,10705443171,Mobile Phone,SAMSUNG GALAXY A9 8+128GB 手機 藍色,SAMSUNG,3198,0,245,香港蘇寧,https://product.hksuning.com/0000000000/10705443171.html
5,5,10524360588,Mobile Phone,VIVO X21 手機 黑色,VIVO,2998,0,239,香港蘇寧,https://product.hksuning.com/0000000000/10524360588.html
5,5,10612565854,Mobile Phone,VIVO V11 手機 紫色,VIVO,1839,0,231,香港蘇寧,https://product.hksuning.com/0000000000/10612565854.html
5,4.98,10555846102,Laptop,APPLE Macbook Pro Touch Bar 13 2.3GHz i5 512GB Space Gray MR9R2ZP/A 手提電腦,APPLE,14188,0,224,香港蘇寧,https://product.hksuning.com/0000000000/10555846102.html
5,5,11191646476,Mobile Phone,HUAWEI Y9 Prime 2019 手機 幻夜黑,HUAWEI,1888,0,219,香港蘇寧,https://product.hksuning.com/0000000000/11191646476.html
5,5,11026147271,Mobile Phone,SAMSUNG GALAXY A40S 手機 6+64GB 黑色,SAMSUNG,1898,0,218,香港蘇寧,https://product.hksuning.com/0000000000/11026147271.html
5,5,10586383778,Mobile Phone,SAMSUNG GALAXY NOTE 9 512GB 手機 藍色,SAMSUNG,7312,0,216,香港蘇寧,https://product.hksuning.com/0000000000/10586383778.html
5,5,10964124069,Tablet,APPLE IPAD AIR 10.5 64GB WIFI GOLD MUUL2ZP/A 平板電腦,APPLE,3699,0,216,香港蘇寧,https://product.hksuning.com/0000000000/10964124069.html
5,5,10964124022,Tablet,APPLE IPAD AIR 10.5 64GB WIFI SILVER MUUK2ZP/A 平板電腦,APPLE,3699,0,212,香港蘇寧,https://product.hksuning.com/0000000000/10964124022.html
5,5,11020212650,Mobile Phone,HUAWEI P30 PRO 8+512GB 智能手機 橙色,HUAWEI,6398,0,208,香港蘇寧,https://product.hksuning.com/0000000000/11020212650.html
5,5,10964145615,Tablet,APPLE IPAD MINI 2019 64GB WIFI SPACE GREY MUQW2ZP/A 平板電腦,APPLE,2988,0,203,香港蘇寧,https://product.hksuning.com/0000000000/10964145615.html
5,5,10395360561,Tablet,Apple iPad (2018) Wi-Fi + Cellular 128GB MRM22ZP/A 金,Apple,3988,0,199,香港蘇寧,https://product.hksuning.com/0000000000/10395360561.html
5,5,10903483949,Mobile Phone,SAMSUNG GALAXY S10E 智能手機 6+128GB 幻鑽黑,SAMSUNG,4698,0,194,香港蘇寧,https://product.hksuning.com/0000000000/10903483949.html
5,5,10964145617,Tablet,APPLE IPAD MINI 2019 64GB WIFI SILVER MUQX2ZP/A 平板電腦,APPLE,2988,0,194,香港蘇寧,https://product.hksuning.com/0000000000/10964145617.html
5,5,10580223964,Tablet,Microsoft Surface Go (Intel 4415Y/64GB/4GB RAM),Microsoft,3188,0,186,香港蘇寧,https://product.hksuning.com/0000000000/10580223964.html
5,5,10584849445,Mobile Phone,APPLE IPHONE XR 64GB 手機 橙色,APPLE,5199,0,182,香港蘇寧,https://product.hksuning.com/0000000000/10584849445.html
5,5,10555863231,Laptop,Apple Macbook Air 13 1.6GHz I5 128GB Gold MREE2ZP/A 手提電腦,Apple,8929,0,179,香港蘇寧,https://product.hksuning.com/0000000000/10555863231.html
5,5,10555848714,Laptop,APPLE MACBOOK PRO TOUCH BAR 13'' 2.3GHz i5 256GB Silver MR9U2ZP/A 手提電腦,APPLE,12888,0,178,香港蘇寧,https://product.hksuning.com/0000000000/10555848714.html
5,5,11020212665,Mobile Phone,HUAWEI P30 LITE 6+128GB 智能手機 白色,HUAWEI,2388,0,176,香港蘇寧,https://product.hksuning.com/0000000000/11020212665.html
5,5,10586160964,Laptop,ACER SF114-32-C9R3 NX.GXVCF.001 14'' 128GB SSD手提電腦,ACER,4798,0,174,香港蘇寧,https://product.hksuning.com/0000000000/10586160964.html
5,5,,,,,,,,,
5,5,10574024404,Laptop,HUAWEI MATEBOOK X PRO i7/16GB/512GB/GREY,HUAWEI,14988,0,157,香港蘇寧,https://product.hksuning.com/0000000000/10574024404.html
5,5,,,,,,,,,
5,5,10586383779,Mobile Phone,SAMSUNG GALAXY NOTE 9 512GB 手機紫色,SAMSUNG,7312.24,0,151,香港蘇寧,https://product.hksuning.com/0000000000/10586383779.html
5,5,11026147262,Mobile Phone,VIVO Y91C 手機 黑,VIVO,1098,0,149,香港蘇寧,https://product.hksuning.com/0000000000/11026147262.html
5,5,10964124098,Tablet,APPLE IPAD AIR 10.5 256GB WIFI SPACE GREY MUUQ2ZP/A 平板電腦,APPLE,4699,0,147,香港蘇寧,https://product.hksuning.com/0000000000/10964124098.html
5,5,10970331810,Laptop,HUAWEI MATEBOOK13 I7/8GB/512GB/GREY 手提電腦,HUAWEI,8198,0,145,香港蘇寧,https://product.hksuning.com/0000000000/10970331810.html
5,5,10952538741,Mobile Phone,SAMSUNG GALAXY TAB S5E 6+128GB WIFI 平板電腦 銀色,SAMSUNG,3888,0,143,香港蘇寧,https://product.hksuning.com/0000000000/10952538741.html
5,5,10883983078,Laptop,DELL Inspiron 15 3583 i7 256GB Black Ins3583-R1720-B-W10 手提電腦,DELL,6399,0,142,香港蘇寧,https://product.hksuning.com/0000000000/10883983078.html
5,5,10395109300,Tablet,Apple iPad (2018) Wi-Fi + Cellular 128GB MR722ZP/A 太空灰,Apple,3948,0,133,香港蘇寧,https://product.hksuning.com/0000000000/10395109300.html
5,5,10780284796,Laptop,LENOVO Ideapad 330S-15ARR 81FB00C5HH 手提電腦,LENOVO,6998,0,130,香港蘇寧,https://product.hksuning.com/0000000000/10780284796.html
5,5,10555817857,Tablet,Apple iPad Pro 11 64GB Wi-Fi Silver MTXP2ZP/A 平板電腦,Apple,5799,0,130,香港蘇寧,https://product.hksuning.com/0000000000/10555817857.html
5,5,10964145656,Tablet,APPLE IPAD MINI 2019 256GB WIFI GOLD MUU62ZP/A 平板電腦,APPLE,3988,0,129,香港蘇寧,https://product.hksuning.com/0000000000/10964145656.html
5,5,11026147265,Mobile Phone,VIVO Y91C 手機 藍色,VIVO,1098,0,129,香港蘇寧,https://product.hksuning.com/0000000000/11026147265.html
5,5,10555841085,Laptop,Apple MacBook Pro 15 2.6GHz i7 512GB 手提電腦,Apple,18988,0,128,香港蘇寧,https://product.hksuning.com/0000000000/10555841085.html
5,5,10952218503,Mobile Phone,VIVO V15 PRO 手機 藍色,VIVO,2998,0,127,香港蘇寧,https://product.hksuning.com/0000000000/10952218503.html
5,5,11116894797,Mobile Phone,SAMSUNG SM-T510NZKETGY TAB A 10.1 平板電腦 黑色,SAMSUNG,1888,0,126,香港蘇寧,https://product.hksuning.com/0000000000/11116894797.html
5,4.98,10555866892,Tablet,Apple iPad Pro 12.9 256GB Wi-Fi Silver MTFN2ZP/A 平板電腦,Apple,8199,0,120,香港蘇寧,https://product.hksuning.com/0000000000/10555866892.html
5,4.98,11314864580,Mobile Phone,SAMSUNG Note10+ 手機 12GB+256GB 幻光,SAMSUNG,7998,0,120,香港蘇寧,https://product.hksuning.com/0000000000/11314864580.html
5,5,10964124138,Tablet,APPLE IPAD AIR 10.5 256GB WI-FI SILVER MUUR2ZP/A 平板電腦,APPLE,4699,0,117,香港蘇寧,https://product.hksuning.com/0000000000/10964124138.html
5,5,10555863878,Laptop,Apple Macbook Air 13 1.6GHz I5 128GB Silver MREA2ZP/A 手提電腦,Apple,8929,0,116,香港蘇寧,https://product.hksuning.com/0000000000/10555863878.html
5,5,624902175,Laptop,Apple Macbook 12 1.3GHz i5 512GB Space Gray MNYG2ZP/A 手提電腦,Apple,11088,0,114,香港蘇寧,https://product.hksuning.com/0000000000/624902175.html
5,5,10964124185,Tablet,APPLE IPAD AIR 10.5 256GB WIFI GOLD MUUT2ZP/A 平板電腦,APPLE,4699,0,111,香港蘇寧,https://product.hksuning.com/0000000000/10964124185.html
5,5,10555840092,Laptop,APPLE Macbook Pro Touch Bar 15'' 2.2GHz i7 256GB Space Gray MR932ZP/A 手提電腦,APPLE,16688,0,109,香港蘇寧,https://product.hksuning.com/0000000000/10555840092.html
5,5,193709290,Laptop,聯想 (LENOVO) ThinkPad T460s 14吋i7 20F9A044HH 企業級超輕薄電腦,聯想,13388,0,107,香港蘇寧,https://product.hksuning.com/0000000000/193709290.html
5,5,10818305892,Tablet,Microsoft Surface Pro 6 (Core i5/ 256GB/ 8GB RAM),Microsoft,9988,0,105,香港蘇寧,https://product.hksuning.com/0000000000/10818305892.html
5,5,11314878297,Mobile Phone,SAMSUNG Note10+ 手機 12GB+256GB 幻黑,SAMSUNG,7998,0,103,香港蘇寧,https://product.hksuning.com/0000000000/11314878297.html
5,5,10883983076,Laptop,ACER Aspire 3 A315-53G-57HF 15.6'' 手提電腦,ACER,5498,0,103,香港蘇寧,https://product.hksuning.com/0000000000/10883983076.html
5,4.96,10555852823,Laptop,APPLE Macbook Pro Touch Bar 13 2.3GHz i5 512GB Silver MR9V2ZP/A 手提電腦,APPLE,14188,0,103,香港蘇寧,https://product.hksuning.com/0000000000/10555852823.html
5,4.98,10584849444,Mobile Phone,APPLE IPHONE XR 64GB 手機 黃色,APPLE,5199,0,96,香港蘇寧,https://product.hksuning.com/0000000000/10584849444.html
5,5,10964145627,Tablet,APPLE IPAD MINI 2019 256GB WIFI SPACE GREY MUU32ZP/A 平板電腦,APPLE,3988,0,96,香港蘇寧,https://product.hksuning.com/0000000000/10964145627.html
5,5,11314864607,Mobile Phone,SAMSUNG Note10+ 手機 12GB+256GB 幻白,SAMSUNG,7998,0,92,香港蘇寧,https://product.hksuning.com/0000000000/11314864607.html
5,5,10591752875,Laptop,LENOVO Ideapad 330-15ICH 手提電腦,LENOVO,6498,0,88,香港蘇寧,https://product.hksuning.com/0000000000/10591752875.html
5,5,10395359640,Tablet,Apple iPad (2018) Wi-Fi + Cellular 32GB MRM02ZP/A 金色,Apple,3338,0,87,香港蘇寧,https://product.hksuning.com/0000000000/10395359640.html
5,5,10584849219,Mobile Phone,APPLE IPHONE XS 512GB 手機 太空灰,APPLE,10799,0,86,香港蘇寧,https://product.hksuning.com/0000000000/10584849219.html
5,5,10964145679,Tablet,APPLE IPAD MINI 2019 64GB 4G SPACE GREY MUX52ZP/A 平板電腦,APPLE,3888,0,86,香港蘇寧,https://product.hksuning.com/0000000000/10964145679.html
5,5,10584849281,Mobile Phone,APPLE IPHONE XS 512GB 手機 金色,APPLE,10799,0,83,香港蘇寧,https://product.hksuning.com/0000000000/10584849281.html
5,5,10964145632,Tablet,APPLE IPAD MINI 2019 256GB WIFI SILVER MUU52ZP/A 平板電腦,APPLE,3988,0,82,香港蘇寧,https://product.hksuning.com/0000000000/10964145632.html
5,5,10964145688,Tablet,APPLE IPAD MINI 2019 64GB 4G GOLD MUX72ZP/A 平板電腦,APPLE,3949,0,82,香港蘇寧,https://product.hksuning.com/0000000000/10964145688.html
5,5,10964123899,Laptop,Apple Macbook Pro with Touch Bar 13 2.4GHz I5 256GB Space Gray MV962ZP/A 手提電腦,Apple,13535,0,79,香港蘇寧,https://product.hksuning.com/0000000000/10964123899.html
5,5,10903483769,Mobile Phone,SAMSUNG GALAXY S10 智能手機 8+512GB 幻鑽黑,SAMSUNG,6698,0,79,香港蘇寧,https://product.hksuning.com/0000000000/10903483769.html
5,5,10964123956,Laptop,Apple Macbook Pro with Touch Bar 13 2.4GHz I5 512GB Space Gray MV972ZP/A 手提電腦,Apple,14945,0,74,香港蘇寧,https://product.hksuning.com/0000000000/10964123956.html
5,5,10964145699,Tablet,APPLE IPAD MINI 2019 256GB 4G SPACE GREY MUXC2ZP/A,APPLE,4999,0,73,香港蘇寧,https://product.hksuning.com/0000000000/10964145699.html
5,5,624902233,Laptop,Apple Macbook 12 1.3GHz i5 512GB Silver MNYJ2ZP/A 手提電腦,Apple,11088,0,73,香港蘇寧,https://product.hksuning.com/0000000000/624902233.html
5,5,656160880,Mobile Phone,小米 (Mi) 紅米 Note 4X 64GB智能手機 玫瑰金色,小米,1399,0,70,香港蘇寧,https://product.hksuning.com/0000000000/656160880.html
5,5,10394995121,Tablet,Apple iPad (2018) Wi-Fi + Cellular 32GB MR6P2ZP/A 銀色,Apple,3288,0,66,香港蘇寧,https://product.hksuning.com/0000000000/10394995121.html
