,Unnamed: 0,product_index,product_type,product_brand,product_name,product_price,average_rate,no_of_rates,seller,website
58,58,H5899002_S_NS12A1HK001P,laptop,AVITA,"AVITA 12.5"" i5-7Y54 手提電腦 (天使藍)",4799.0,0.0,0,Avita,https://www.hktvmall.com/hktv/zh/main/Avita/s/H5899002/電子電器/電子電器/電腦及週邊設備/手提電腦/AVITA-125-i57Y54-手提電腦-天使藍/p/H5899002_S_NS12A1HK001P
59,59,H5899002_S_NS13A1HK008P,laptop,AVITA,"AVITA 13"" M3-7Y30 手提電腦 (都市紅 )",3899.0,0.0,0,Avita,https://www.hktvmall.com/hktv/zh/main/Avita/s/H5899002/電子電器/電子電器/電腦及週邊設備/手提電腦/AVITA-13-M37Y30-手提電腦-都市紅-/p/H5899002_S_NS13A1HK008P
0,0,H0661010_S_15KMLK-R2522H-S-W10,laptop,Dell,"Inspiron 15-7580 (i5/8G/1T+128G/MX250/15.6"")",8499.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/Inspiron-157580-i58G1T128GMX250156/p/H0661010_S_15KMLK-R2522H-S-W10
1,1,S1076001_S_VTXUPDATESVR,laptop,Hong Kong,Vertex 軟件安裝和Windows安全更新服務,800.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/Vertex-軟件安裝和Windows安全更新服務/p/S1076001_S_VTXUPDATESVR
2,2,H5899002_S_NS12A1HK003P,laptop,AVITA,"AVITA 12.5"" i5-7Y54 手提電腦 (丁香紫)",4799.0,0.0,0,Avita,https://www.hktvmall.com/hktv/zh/main/Avita/s/H5899002/電子電器/電子電器/電腦及週邊設備/手提電腦/AVITA-125-i57Y54-手提電腦-丁香紫/p/H5899002_S_NS12A1HK003P
3,3,H0762001_S_Acer-SF313-51-52CA-007160323,laptop,ACER,"Swift 3 筆記型電腦 (13.3"", i5-8250U, 8GB RAM, 512GB SSD, Win10 Home) SF313-51-52CA",5398.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/Swift-3-筆記型電腦-133-i58250U-8GB-RAM-512GB-SSD-Win10-Home-SF3135152CA/p/H0762001_S_Acer-SF313-51-52CA-007160323
4,4,H5023001_S_80VV0027HH,laptop,聯想,IdeaPad MIIX 720 i5 8G 多模式手提電腦 (80VV0027HH) - 超高質陳列品,6099.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-MIIX-720-i5-8G-多模式手提電腦-80VV0027HH-超高質陳列品/p/H5023001_S_80VV0027HH
5,5,H6628001_S_Blade15-i7-RTX2060,laptop,Razer,Blade15-i7-RTX2060 電競筆電,18800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/Blade15i7RTX2060-電競筆電/p/H6628001_S_Blade15-i7-RTX2060
6,6,H0800001_S_U938T701B,laptop,Fujitsu,"U938T701B 日本制造13.3""手提電腦",16980.0,0.0,0,Mobile-Computer-Land-Limited,https://www.hktvmall.com/hktv/zh/main/Mobile-Computer-Land-Limited/s/H0800001/電子電器/電子電器/電腦及週邊設備/手提電腦/U938T701B-日本制造133手提電腦/p/H0800001_S_U938T701B
7,7,H5023002_S_81J0002UHH,laptop,聯想,YOGA S730 13.3吋 8代i7 多模式鋁金屬纖薄電腦 (81J0002UHH) - 全新機,9798.0,0.0,0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/電子電器/電子電器/電腦及週邊設備/手提電腦/YOGA-S730-133吋-8代i7-多模式鋁金屬纖薄電腦-81J0002UHH-全新機/p/H5023002_S_81J0002UHH
8,8,G5031001_S_MV992,laptop,APPLE,"13-inch MacBook Pro, 2.4GHz i5, 256GB (2019) - 銀色 #HK行貨",14299.0,0.0,0,Metro-com,https://www.hktvmall.com/hktv/zh/main/Metro-com/s/G5031001/電子電器/電子電器/電腦及週邊設備/手提電腦/13inch-MacBook-Pro-24GHz-i5-256GB-2019-銀色-HK行貨/p/G5031001_S_MV992
9,9,H5866001_S_MR932ZP,laptop,APPLE,"2018 MacBook Pro 15"" 觸控欄 256GB 太空灰",16188.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-15-觸控欄-256GB-太空灰/p/H5866001_S_MR932ZP
10,10,H6713001_S_4897066078199-black,laptop,Xpower,UB-90HB 萬用 Laptop AC 充電轉插,277.0,0.0,0,DayDay-Cart,https://www.hktvmall.com/hktv/zh/main/DayDay-Cart/s/H6713001/電子電器/電子電器/電腦及週邊設備/電腦組件/電源/UB90HB-萬用-Laptop-AC-充電轉插/p/H6713001_S_4897066078199-black
11,11,H6934001_S_XPS15-9570-R1542-S-W10P,laptop,Dell,XPS15-9570-R1542-S-W10P,9999.0,0.0,0,D--Century-Technology-Limited,https://www.hktvmall.com/hktv/zh/main/D--Century-Technology-Limited/s/H6934001/電子電器/電子電器/電腦及週邊設備/手提電腦/XPS159570R1542SW10P/p/H6934001_S_XPS15-9570-R1542-S-W10P
12,12,H0762001_S_NP550XBE-X01HK-800160315,laptop,三星,"Notebook 5 筆記型電腦 (15.6"", i7-8565U, 16GB RAM, 1TB HDD, 256GB SSD, MX150, Win10 Home) NP550XBE-X01HK",8498.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/Notebook-5-筆記型電腦-156-i78565U-16GB-RAM-1TB-HDD-256GB-SSD-MX150-Win10-Home-NP550XBEX01HK/p/H0762001_S_NP550XBE-X01HK-800160315
13,13,H5023001_S_81B5003MHH,laptop,聯想,YOGA 720-12IKBR 便攜典雅多模式筆記簿型電腦 (81B5003MHH) - 高質陳列品,6099.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/YOGA-72012IKBR-便攜典雅多模式筆記簿型電腦-81B5003MHH-高質陳列品/p/H5023001_S_81B5003MHH
14,14,H6628001_S_GT7-8SG-4K-I9,laptop,MSI,GT75-8SG-4K-I9,44800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/GT758SG4KI9/p/H6628001_S_GT7-8SG-4K-I9
15,15,H5023001_S_80YL004EHH,laptop,聯想,IdeaPad 520-15IKB 雙硬盤筆記本電腦 (80YL004EHH)  - 高質陳列品,4799.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-52015IKB-雙硬盤筆記本電腦-80YL004EHH-高質陳列品/p/H5023001_S_80YL004EHH
16,16,H5023001_S_81F400SBHH,laptop,聯想,IdeaPad 330s 14吋 i3纖巧幼邊筆記型電腦 (81F400SBHH) - 高質陳列品,3199.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-330s-14吋-i3纖巧幼邊筆記型電腦-81F400SBHH-高質陳列品/p/H5023001_S_81F400SBHH
17,17,H6628001_S_GF63-8RD,laptop,MSI,MSI GF63 8RD 窄邊框電競筆電,10800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/MSI-GF63-8RD-窄邊框電競筆電/p/H6628001_S_GF63-8RD
18,18,H0661010_S_ALW17C-R5762-S-W10,laptop,Alienware,"17 R5 (i7/16G/1T+256G/GTX1060OC/17.3"")",17999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/17-R5-i716G1T256GGTX1060OC173/p/H0661010_S_ALW17C-R5762-S-W10
19,19,H0661010_S_15KMLK-R2722-S-W10,laptop,Dell,"Inspiron 15-7580 (i7/8G/1T+128G/MX250/15.6"")",10499.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/Inspiron-157580-i78G1T128GMX250156/p/H0661010_S_15KMLK-R2722-S-W10
20,20,H6628001_S_PS42-8MO,laptop,MSI,PS42-MODERN-8MO-I5,8250.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/PS42MODERN8MOI5/p/H6628001_S_PS42-8MO
21,21,H0661010_S_ALWA51M-R1982-W-W10,laptop,Alienware,"Area-51m(i9/32G/RAID0@1T+1T/RTX2080/17.3"")",43999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/Area51mi932GRAID01T1TRTX2080173/p/H0661010_S_ALWA51M-R1982-W-W10
22,22,H5023002_S_20Q0S05E00,laptop,聯想,ThinkPad X390 13.3吋 8代i7 16G 極致靈巧商務手提電腦 (20Q0S05E00) - 全新機,13568.0,0.0,0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/電子電器/電子電器/電腦及週邊設備/手提電腦/ThinkPad-X390-133吋-8代i7-16G-極致靈巧商務手提電腦-20Q0S05E00-全新機/p/H5023002_S_20Q0S05E00
23,23,S1076001_S_193268289352,laptop,Lenovo ,IP S530-13IWL (81J7001MHH) 手提筆記型電腦,8243.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/IP-S53013IWL-81J7001MHH-手提筆記型電腦/p/S1076001_S_193268289352
24,24,H6603001_S_Acer_SF515_51T_7024_NX_H7QCF_002,laptop,ACER,"SF515 15.6"" IPS FHD i7-8565u 16G 512G SHARE Win10 Home (銀色)",8499.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/SF515-156-IPS-FHD-i78565u-16G-512G-SHARE-Win10-Home-銀色/p/H6603001_S_Acer_SF515_51T_7024_NX_H7QCF_002
25,25,H5023001_S_80Y8001WHH,laptop,聯想,Yoga 920 8代 i7 星球大戰特別版(銀河帝國) (80Y8001WHH) - 開箱機,11999.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/Yoga-920-8代-i7-星球大戰特別版銀河帝國-80Y8001WHH-開箱機/p/H5023001_S_80Y8001WHH
26,26,H0661010_S_XPS13-9380-R1500-S-W10,laptop,Dell,"XPS13-9380 (i5/8G/256G SSD/13.3"")",10999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/XPS139380-i58G256G-SSD133/p/H0661010_S_XPS13-9380-R1500-S-W10
27,27,H5866001_S_MR9U2ZP,laptop,APPLE,"2018 MacBook Pro 13"" 觸控欄 256GB 銀色",12888.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-13-觸控欄-256GB-銀色/p/H5866001_S_MR9U2ZP
28,28,H5023001_S_80Y8001XHH,laptop,聯想,Yoga 920 8代 i7 星球大戰特別版(反抗軍) (80Y8001XHH) - 開箱機,11999.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/Yoga-920-8代-i7-星球大戰特別版反抗軍-80Y8001XHH-開箱機/p/H5023001_S_80Y8001XHH
29,29,S1076001_S_193638388005,laptop,聯想,LENOVO L340-17IWL (81M0005MHH) 手提電腦,6900.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-L34017IWL-81M0005MHH-手提電腦/p/S1076001_S_193638388005
30,30,H0661010_S_XPS13-9380-R1700-S-W10,laptop,Dell,"XPS13-9380 (i7/8G/256G SSD/13.3"")",12999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/XPS139380-i78G256G-SSD133/p/H0661010_S_XPS13-9380-R1700-S-W10
31,31,H6202001_S_Lat3400-i5-8G-256GSSD,laptop,Dell,Latitude 3400 i5-8265U/8G/256G SSD (現貨),6000.0,0.0,0,香港永盛科技有限公司,https://www.hktvmall.com/hktv/zh/main/香港永盛科技有限公司/s/H6202001/電子電器/電子電器/電腦及週邊設備/手提電腦/Latitude-3400-i58265U8G256G-SSD-現貨/p/H6202001_S_Lat3400-i5-8G-256GSSD
32,32,H0710001_S_STM-114-106M-24,laptop,STM,"Grace 系列 13"" 電腦套 PURPLE DIAMONDS",250.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/時尚服飾/女士服飾/袋-銀包/電腦及平板電腦袋/Grace-系列-13-電腦套-PURPLE-DIAMONDS/p/H0710001_S_STM-114-106M-24
33,33,H5899002_S_NS12A1HK005P,laptop,AVITA,"AVITA 12.5"" i5-7Y54 手提電腦 (澄空藍  )",4799.0,0.0,0,Avita,https://www.hktvmall.com/hktv/zh/main/Avita/s/H5899002/電子電器/電子電器/電腦及週邊設備/手提電腦/AVITA-125-i57Y54-手提電腦-澄空藍 -/p/H5899002_S_NS12A1HK005P
34,34,H5023001_S_80X6000WHH,laptop,聯想,Yoga 720 7代 i5 方便易攜效能強勁筆電 (80X6000WHH) - 高質陳列品,6199.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/Yoga-720-7代-i5-方便易攜效能強勁筆電-80X6000WHH-高質陳列品/p/H5023001_S_80X6000WHH
35,35,H0762001_S_samsung-notebook-bag-800707357,laptop,三星,"Samsung 手提電腦袋 13.3"" ~ 15.6""",168.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/其他電腦產品/電腦袋/Samsung-手提電腦袋-133-156/p/H0762001_S_samsung-notebook-bag-800707357
36,36,H5866001_S_MR9V2ZPAC,laptop,APPLE,"2018 MacBook Pro 13"" 觸控欄 512GB 銀色連 AppleCare+ 3年保養服務",15888.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-13-觸控欄-512GB-銀色連-AppleCare-3年保養服務/p/H5866001_S_MR9V2ZPAC
37,37,H0710001_S_STM-114-106M-47,laptop,STM,"Grace 系列 13"" 電腦套 TEAL DOT",250.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/時尚服飾/女士服飾/袋-銀包/電腦及平板電腦袋/Grace-系列-13-電腦套-TEAL-DOT/p/H0710001_S_STM-114-106M-47
38,38,H6603001_S_Acer_SF515_51T_57PL_NX_H7QCF_001,laptop,ACER,"SF515 15.6"" IPS FHD i5-8265u 8G 256G SHARE Win10 Home (銀色)",7299.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/SF515-156-IPS-FHD-i58265u-8G-256G-SHARE-Win10-Home-銀色/p/H6603001_S_Acer_SF515_51T_57PL_NX_H7QCF_001
39,39,H6603001_S_ASUS_UX431FN_SP8502T,laptop,Asus,"ASUS UX431FN-SP8502T 14"" IPS 1920x1080 i7-8565u 16G 512G MX150-2G Win10 Home",8999.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/ASUS-UX431FNSP8502T-14-IPS-1920x1080-i78565u-16G-512G-MX1502G-Win10-Home/p/H6603001_S_ASUS_UX431FN_SP8502T
40,40,H5023002_S_80X6000WHH_BN,laptop,聯想,Yoga 720 7代 i5 方便易攜效能強勁筆電 (80X6000WHH) - 全新機,6499.0,0.0,0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/電子電器/電子電器/電腦及週邊設備/手提電腦/Yoga-720-7代-i5-方便易攜效能強勁筆電-80X6000WHH-全新機/p/H5023002_S_80X6000WHH_BN
41,41,S1076001_S_193638012245,laptop,聯想,LENOVO S145-14IWL (81MU00B7HH) 手提電腦,4899.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-S14514IWL-81MU00B7HH-手提電腦/p/S1076001_S_193638012245
42,42,H5899001_S_81DM005PHH,laptop,聯想,IdeaPad 330-17IKB (81DM005PHH) 手提電腦【入優惠碼 “R4CP350” 即時再減】,7799.0,0.0,0,Cyber-Pro,https://www.hktvmall.com/hktv/zh/main/Cyber-Pro/s/H5899001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-33017IKB-81DM005PHH-手提電腦入優惠碼-R4CP350-即時再減/p/H5899001_S_81DM005PHH
43,43,H0762001_S_NP750XBE-X02HK-800160317,laptop,三星,"Notebook 7 筆記型電腦 (15.6"", i7-8565U, 16GB RAM, 512GB SSD, MX250, Win10 Home) NP750XBE-X02HK",11298.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/Notebook-7-筆記型電腦-156-i78565U-16GB-RAM-512GB-SSD-MX250-Win10-Home-NP750XBEX02HK/p/H0762001_S_NP750XBE-X02HK-800160317
44,44,H5393002_S_1000553,laptop,WavLink,太空灰 WL-UHP3405M Thunderbolt 3 USB-C 轉接器,498.0,5.0,1,iShop,https://www.hktvmall.com/hktv/zh/main/iShop/s/H5393002/電子電器/電子電器/電腦及週邊設備/手提電腦/太空灰-WLUHP3405M-Thunderbolt-3-USBC-轉接器/p/H5393002_S_1000553
45,45,H0710001_S_ACH154,laptop,Targus,超迷你 USB 3.0 集線器 4-Port,188.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/電子電器/電子電器/電腦及週邊設備/手提電腦/超迷你-USB-30-集線器-4Port/p/H0710001_S_ACH154
46,46,S1076001_S_193386457251,laptop,聯想,LENOVO S340-14IWL (81N7007VHH) 手提電腦,6300.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-S34014IWL-81N7007VHH-手提電腦/p/S1076001_S_193386457251
47,47,S1076001_S_193638388029,laptop,聯想,LENOVO L340-17IWL (81M0005QHH) 手提電腦,7945.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-L34017IWL-81M0005QHH-手提電腦/p/S1076001_S_193638388029
48,48,H5866002_S_CL55450,laptop,INCASE,17吋 城市時尚雙層後背包 黑色 CL55450,989.0,0.0,0,In-Smart-Lifestyle,https://www.hktvmall.com/hktv/zh/main/In-Smart-Lifestyle/s/H5866002/電子電器/電子電器/電腦及週邊設備/手提電腦/17吋-城市時尚雙層後背包-黑色-CL55450/p/H5866002_S_CL55450
49,49,S1076001_S_193638012238,laptop,聯想,LENOVO L340-15IWL (81LG00HPHH) 手提電腦,5580.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-L34015IWL-81LG00HPHH-手提電腦/p/S1076001_S_193638012238
50,50,H6628001_S_GS75-9SD,laptop,MSI,MSI GS75 Stealth 9SD 電競筆電,17500.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/MSI-GS75-Stealth-9SD-電競筆電/p/H6628001_S_GS75-9SD
51,51,H6628001_S_GE63-8SE,laptop,MSI,GE63 RAIDER RGB 8SE,16300.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/GE63-RAIDER-RGB-8SE/p/H6628001_S_GE63-8SE
52,52,H5899002_S_NS12A1HK004P,laptop,AVITA,"AVITA 12.5"" i5-7Y54 手提電腦 (烗彩綠)",4799.0,0.0,0,Avita,https://www.hktvmall.com/hktv/zh/main/Avita/s/H5899002/電子電器/電子電器/電腦及週邊設備/手提電腦/AVITA-125-i57Y54-手提電腦-烗彩綠/p/H5899002_S_NS12A1HK004P
53,53,H0661010_S_XPS13-9380-R1700HW-W-W10,laptop,Dell,"XPS13-9380 (i7/16G/512G SSD/13.3"")",14999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/XPS139380-i716G512G-SSD133/p/H0661010_S_XPS13-9380-R1700HW-W-W10
54,54,H0762001_S_NP750XBE-X01HK-800160316,laptop,三星,"Notebook 7 筆記型電腦 (15.6"", i5-8265U, 8GB RAM, 256GB SSD, MX250, Win10 Home) NP750XBE-X01HK",8898.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/Notebook-7-筆記型電腦-156-i58265U-8GB-RAM-256GB-SSD-MX250-Win10-Home-NP750XBEX01HK/p/H0762001_S_NP750XBE-X01HK-800160316
55,55,H5866001_S_MPXU2ZP,laptop,APPLE,13 吋 MacBook Pro 2.3GHz 處理器 256GB 儲存空間 銀色 (選取除舊服務),11488.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/13-吋-MacBook-Pro-23GHz-處理器-256GB-儲存空間-銀色/p/H5866001_S_MPXU2ZP
56,56,H6934001_S_XPS15-7590-R1940UO-S-W10,laptop,Dell,XPS15-7590-R1940UO-S-W10,18999.0,0.0,0,D--Century-Technology-Limited,https://www.hktvmall.com/hktv/zh/main/D--Century-Technology-Limited/s/H6934001/電子電器/電子電器/電腦及週邊設備/手提電腦/XPS157590R1940UOSW10/p/H6934001_S_XPS15-7590-R1940UO-S-W10
57,57,H0762001_S_NP14N1HK001P-140160067,laptop,Nexstgo,"(14"" i5 8GB 256GB SSD Win10 Pro) Nexstgo NX101 筆記簿型電腦 (NP14N1HK001P)",7898.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/14-i5-8GB-256GB-SSD-Win10-Pro-Nexstgo-NX101-筆記簿型電腦-NP14N1HK001P/p/H0762001_S_NP14N1HK001P-140160067
58,58,H5866001_S_MR972ZPAC,laptop,APPLE,"2018 MacBook Pro 15"" 觸控欄 512GB 銀色連 AppleCare+ 3年保養服務",22388.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-15-觸控欄-512GB-銀色連-AppleCare-3年保養服務/p/H5866001_S_MR972ZPAC
59,59,H6781001_S_WL-UG69DK7,laptop,WavLink,DisplayLink USB-C 5K輸出多功能擴展基座 HDMI / DisplayPort 雙4K輸出 千兆網口,1080.0,0.0,0,HK-GadGet-Mall,https://www.hktvmall.com/hktv/zh/main/HK-GadGet-Mall/s/H6781001/電子電器/電子電器/電腦及週邊設備/手提電腦/DisplayLink-USBC-5K輸出多功能擴展基座-HDMI-DisplayPort-雙4K輸出-千兆網口/p/H6781001_S_WL-UG69DK7
0,0,H0661010_S_ALWA51M-R1762-B-W10,laptop,Alienware,"Area-51m(i7/16G/1T+256G/RTX2060/17.3"")",25999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/Area51mi716G1T256GRTX2060173/p/H0661010_S_ALWA51M-R1762-B-W10
1,1,H5189001_S_AORUS5,laptop,GIGABYTE,Gigabyte AORUS 5,9299.0,0.0,0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/手提電腦/Gigabyte-AORUS-5/p/H5189001_S_AORUS5
2,2,H5189001_S_AORUS15-SA,laptop,GIGABYTE,Gigabyte AORUS 15-SA,11999.0,0.0,0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/手提電腦/Gigabyte-AORUS-15SA/p/H5189001_S_AORUS15-SA
3,3,H6934001_S_Ins3480-R1300HD-S-W10,laptop,Dell,Inspiron 14 3480 黑色,3699.0,0.0,0,D--Century-Technology-Limited,https://www.hktvmall.com/hktv/zh/main/D--Century-Technology-Limited/s/H6934001/電子電器/電子電器/電腦及週邊設備/手提電腦/Inspiron-14-3480-黑色/p/H6934001_S_Ins3480-R1300HD-S-W10
4,4,H0661010_S_ALWA51M-R1982-B-W10,laptop,Alienware,"Area-51m(i9/32G/RAID0@1T+1T/RTX2080/17.3"")",43999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/Area51mi932GRAID01T1TRTX2080173/p/H0661010_S_ALWA51M-R1982-B-W10
5,5,H5899001_S_81DM005NHH,laptop,聯想,IdeaPad 330-17IKB (81DM005NHH) 手提電腦,6799.0,0.0,0,Cyber-Pro,https://www.hktvmall.com/hktv/zh/main/Cyber-Pro/s/H5899001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-33017IKB-81DM005NHH-手提電腦/p/H5899001_S_81DM005NHH
6,6,H5023001_S_81AC000QHH,laptop,聯想,IdeaPad 720s-15IKB 第7代 Core i5 4核心電競手提電腦 (81AC000QHH) - 高質陳列品,6199.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-720s15IKB-第7代-Core-i5-4核心電競手提電腦-81AC000QHH-高質陳列品/p/H5023001_S_81AC000QHH
7,7,H6781001_S_GP-V40,laptop,Grenoplus,Type C to VGA 轉接器,148.0,0.0,0,HK-GadGet-Mall,https://www.hktvmall.com/hktv/zh/main/HK-GadGet-Mall/s/H6781001/電子電器/電子電器/電腦及週邊設備/手提電腦/Type-C-to-VGA-轉接器/p/H6781001_S_GP-V40
