,Product Index,Product Name,Product Specification,Product Brand Number,Product Price
50,11026147274.0,SAMSUNG6+128GB GALAXY A60 智能手機 黑色,128GB,301,2298.0
51,10584849539.0,APPLE IPHONE XR 256GB 手機 白色,256GB,1501,6499.0
52,10532528362.0,HUAWEI M5-8-GD GOLD M5 TABLET,None,1351,2780.0
53,624902250.0,Apple MacBook Air 13'' 1.8GHz i5 128GB 手提電腦,8G+128GB,1451,7038.0
54,10583408737.0,HUAWEI NOVA 3I 手機 黑色,None,1351,1788.0
55,624902161.0,Apple Macbook Pro 13 2.3GHz i5 128GB Silver MPXR2ZP/A,3G+128GB,1451,9388.0
56,10787520774.0,HUAWEI Y9 2019 智能手機 藍色,None,1351,1688.0
57,10555845058.0,Apple MacBook Pro 13 2.3GHz i5 256GB 手提電腦,3G+256GB,1451,12888.0
58,10555786341.0,Apple iPad Pro 11 256GB Wi-Fi Silver MTXR2ZP/A 平板電腦,256GB,1451,6799.0
59,10584849540.0,APPLE IPHONE XR 256GB 手機 (PRODUCT)RED,256GB,1501,6499.0
60,11020212664.0,HUAWEI P30 LITE 6+128GB 智能手機 藍色,128GB,1351,2388.0
61,10584849161.0,APPLE IPHONE XS 64GB 手機 銀色,64GB,1501,7409.0
62,10586383782.0,SAMSUNG GALAXY NOTE 9 128GB 手機 黑色,128GB,1401,5556.12
63,10576193971.0,Microsoft Surface Pro i5/128GB/8GB RAM/ Signature Cover Bundle (Platinum）手提電腦,128GB+8GB,1251,7888.0
64,10584849494.0,APPLE IPHONE XR 128GB 手機 黃色,128GB,1501,5699.0
65,10620163685.0,HUAWEI M5 LITE MEDIA PAD,None,1351,2380.0
66,11039060814.0,SAMSUNG GALAXY A70 手機 6+128GB 白色,128GB,1401,2798.0
67,10676500810.0,SAMSUNG GALAXY J4+ 手機 2+32GB 黑色,32GB,1401,1208.0
68,11191799765.0,華為/HUAWEI Y9 Prime 2019 手機 寶石藍,None,801,1888.0
69,10676511066.0,SAMSUNG GALAXY A7 手機 4+128GB 黑色,128GB,1401,2498.0
70,11039060815.0,SAMSUNG GALAXY A70 手機 8+128GB 黑色,128GB,1401,2798.0
71,10818305893.0,Microsoft Surface Pro 6 (Core i5/ 256GB/8GB RAM),256GB+8GB,1251,9988.0
72,10613855369.0,DELL Inspiron 14-5480 R1500-S-W10 14'' i5 256SSD 手提電腦,None,1001,6799.0
73,10964145620.0,APPLE IPAD MINI 2019 64GB WIFI GOLD MUQY2ZP/A 平板電腦,64GB,1501,2988.0
74,10676500905.0,SAMSUNG GALAXY A7 手機 4+128GB 粉色,128GB,1401,2498.0
75,10578795276.0,MICROSOFT KLJ-00008 SP I5/8GB/256GB W/PLAT COVER BUNDLE 連鍵盤 電腦套裝,8GB+256GB,551,9488.0
76,11039060813.0,SAMSUNG GALAXY A70 手機 6+128GB 橙色,128GB,1401,2798.0
77,10818316793.0,Microsoft Surface Pro 6 (Core i5/ 128GB/ 8GB RAM),128GB+8GB,1251,7288.0
78,10964124018.0,APPLE IPAD AIR 10.5 64GB WIFI SPACE GREY MUUJ2ZP/A 平板電腦,64GB,1501,3699.0
79,11008663596.0,SAMSUNG GALAXY A20 手機 3+32GB 橙色,32GB,1401,1298.0
80,10612390263.0,VIVO V11 手機 夜空黑,None,1301,1839.0
81,10586383783.0,SAMSUNG GALAXY NOTE 9 128GB 手機 紫色,128GB,1401,5556.12
82,11191799773.0,華為/HUAWEI Y9 Prime 2019 手機 翡冷翠,None,801,1888.0
83,10584849446.0,APPLE IPHONE XR 64GB 手機 藍色,64GB,1501,5199.0
84,10574051200.0,Apple Macbook Air 13 1.6GHz I5 256GB Space Gray MRE92ZP/A 手提電腦,6G+256GB,1451,10339.0
85,170114328.0,LG X POWER K220YAHKGBK BLACK 智能手機 黑色 2+16,None,1151,1098.0
86,11039060816.0,SAMSUNG GALAXY A70 手機 8+128GB 藍色,128GB,1401,2798.0
87,10705443171.0,SAMSUNG GALAXY A9 8+128GB 手機 藍色,128GB,1401,3198.0
88,10524360588.0,VIVO X21 手機 黑色,None,1301,2998.0
89,10612565854.0,VIVO V11 手機 紫色,None,1301,1839.0
90,10555846102.0,APPLE Macbook Pro Touch Bar 13 2.3GHz i5 512GB Space Gray MR9R2ZP/A 手提電腦,3G+512GB,1501,14188.0
91,11191646476.0,HUAWEI Y9 Prime 2019 手機 幻夜黑,None,1351,1888.0
92,11026147271.0,SAMSUNG GALAXY A40S 手機 6+64GB 黑色,64GB,1401,1898.0
93,10586383778.0,SAMSUNG GALAXY NOTE 9 512GB 手機 藍色,512GB,1401,7312.0
94,10964124069.0,APPLE IPAD AIR 10.5 64GB WIFI GOLD MUUL2ZP/A 平板電腦,64GB,1501,3699.0
95,10964124022.0,APPLE IPAD AIR 10.5 64GB WIFI SILVER MUUK2ZP/A 平板電腦,64GB,1501,3699.0
96,11020212650.0,HUAWEI P30 PRO 8+512GB 智能手機 橙色,512GB,1351,6398.0
97,10964145615.0,APPLE IPAD MINI 2019 64GB WIFI SPACE GREY MUQW2ZP/A 平板電腦,64GB,1501,2988.0
98,10395360561.0,Apple iPad (2018) Wi-Fi + Cellular 128GB MRM22ZP/A 金,128GB,1451,3988.0
99,10903483949.0,SAMSUNG GALAXY S10E 智能手機 6+128GB 幻鑽黑,128GB,1401,4698.0
100,10964145617.0,APPLE IPAD MINI 2019 64GB WIFI SILVER MUQX2ZP/A 平板電腦,64GB,1501,2988.0
101,10580223964.0,Microsoft Surface Go (Intel 4415Y/64GB/4GB RAM),64GB+4GB,1251,3188.0
102,10584849445.0,APPLE IPHONE XR 64GB 手機 橙色,64GB,1501,5199.0
103,10555863231.0,Apple Macbook Air 13 1.6GHz I5 128GB Gold MREE2ZP/A 手提電腦,6G+128GB,1451,8929.0
104,10555848714.0,APPLE MACBOOK PRO TOUCH BAR 13'' 2.3GHz i5 256GB Silver MR9U2ZP/A 手提電腦,3G+256GB,1501,12888.0
105,11020212665.0,HUAWEI P30 LITE 6+128GB 智能手機 白色,128GB,1351,2388.0
106,10586160964.0,ACER SF114-32-C9R3 NX.GXVCF.001 14'' 128GB SSD手提電腦,128GB,701,4798.0
107,10574024404.0,HUAWEI MATEBOOK X PRO i7/16GB/512GB/GREY,16GB+512GB,1351,14988.0
108,10586383779.0,SAMSUNG GALAXY NOTE 9 512GB 手機紫色,512GB,1401,7312.24
109,11026147262.0,VIVO Y91C 手機 黑,None,1301,1098.0
110,10964124098.0,APPLE IPAD AIR 10.5 256GB WIFI SPACE GREY MUUQ2ZP/A 平板電腦,256GB,1501,4699.0
111,10970331810.0,HUAWEI MATEBOOK13 I7/8GB/512GB/GREY 手提電腦,8GB+512GB,1351,8198.0
112,10952538741.0,SAMSUNG GALAXY TAB S5E 6+128GB WIFI 平板電腦 銀色,128GB,1401,3888.0
113,10883983078.0,DELL Inspiron 15 3583 i7 256GB Black Ins3583-R1720-B-W10 手提電腦,256GB,1001,6399.0
114,10395109300.0,Apple iPad (2018) Wi-Fi + Cellular 128GB MR722ZP/A 太空灰,128GB,1451,3948.0
115,10780284796.0,LENOVO Ideapad 330S-15ARR 81FB00C5HH 手提電腦,None,1201,6998.0
116,10555817857.0,Apple iPad Pro 11 64GB Wi-Fi Silver MTXP2ZP/A 平板電腦,64GB,1451,5799.0
117,10964145656.0,APPLE IPAD MINI 2019 256GB WIFI GOLD MUU62ZP/A 平板電腦,256GB,1501,3988.0
118,11026147265.0,VIVO Y91C 手機 藍色,None,1301,1098.0
119,10555841085.0,Apple MacBook Pro 15 2.6GHz i7 512GB 手提電腦,6G+512GB,1451,18988.0
120,10952218503.0,VIVO V15 PRO 手機 藍色,None,1301,2998.0
121,11116894797.0,SAMSUNG SM-T510NZKETGY TAB A 10.1 平板電腦 黑色,None,1401,1888.0
122,10555866892.0,Apple iPad Pro 12.9 256GB Wi-Fi Silver MTFN2ZP/A 平板電腦,256GB,1451,8199.0
123,11314864580.0,SAMSUNG Note10+ 手機 12GB+256GB 幻光,12GB+256GB,1401,7998.0
124,10964124138.0,APPLE IPAD AIR 10.5 256GB WI-FI SILVER MUUR2ZP/A 平板電腦,256GB,1501,4699.0
125,10555863878.0,Apple Macbook Air 13 1.6GHz I5 128GB Silver MREA2ZP/A 手提電腦,6G+128GB,1451,8929.0
126,624902175.0,Apple Macbook 12 1.3GHz i5 512GB Space Gray MNYG2ZP/A 手提電腦,3G+512GB,1451,11088.0
127,10964124185.0,APPLE IPAD AIR 10.5 256GB WIFI GOLD MUUT2ZP/A 平板電腦,256GB,1501,4699.0
128,10555840092.0,APPLE Macbook Pro Touch Bar 15'' 2.2GHz i7 256GB Space Gray MR932ZP/A 手提電腦,2G+256GB,1501,16688.0
129,193709290.0,聯想 (LENOVO) ThinkPad T460s 14吋i7 20F9A044HH 企業級超輕薄電腦,None,51,13388.0
130,10818305892.0,Microsoft Surface Pro 6 (Core i5/ 256GB/ 8GB RAM),256GB+8GB,1251,9988.0
131,11314878297.0,SAMSUNG Note10+ 手機 12GB+256GB 幻黑,12GB+256GB,1401,7998.0
132,10883983076.0,ACER Aspire 3 A315-53G-57HF 15.6'' 手提電腦,53G,701,5498.0
133,10555852823.0,APPLE Macbook Pro Touch Bar 13 2.3GHz i5 512GB Silver MR9V2ZP/A 手提電腦,3G+512GB,1501,14188.0
134,10584849444.0,APPLE IPHONE XR 64GB 手機 黃色,64GB,1501,5199.0
135,10964145627.0,APPLE IPAD MINI 2019 256GB WIFI SPACE GREY MUU32ZP/A 平板電腦,256GB,1501,3988.0
136,11314864607.0,SAMSUNG Note10+ 手機 12GB+256GB 幻白,12GB+256GB,1401,7998.0
137,10591752875.0,LENOVO Ideapad 330-15ICH 手提電腦,None,1201,6498.0
138,10395359640.0,Apple iPad (2018) Wi-Fi + Cellular 32GB MRM02ZP/A 金色,32GB,1451,3338.0
139,10584849219.0,APPLE IPHONE XS 512GB 手機 太空灰,512GB,1501,10799.0
140,10964145679.0,APPLE IPAD MINI 2019 64GB 4G SPACE GREY MUX52ZP/A 平板電腦,64GB+4G,1501,3888.0
141,10584849281.0,APPLE IPHONE XS 512GB 手機 金色,512GB,1501,10799.0
142,10964145632.0,APPLE IPAD MINI 2019 256GB WIFI SILVER MUU52ZP/A 平板電腦,256GB,1501,3988.0
143,10964145688.0,APPLE IPAD MINI 2019 64GB 4G GOLD MUX72ZP/A 平板電腦,64GB+4G,1501,3949.0
144,10964123899.0,Apple Macbook Pro with Touch Bar 13 2.4GHz I5 256GB Space Gray MV962ZP/A 手提電腦,4G+256GB,1451,13535.0
145,10903483769.0,SAMSUNG GALAXY S10 智能手機 8+512GB 幻鑽黑,512GB,1401,6698.0
146,10964123956.0,Apple Macbook Pro with Touch Bar 13 2.4GHz I5 512GB Space Gray MV972ZP/A 手提電腦,4G+512GB,1451,14945.0
147,10964145699.0,APPLE IPAD MINI 2019 256GB 4G SPACE GREY MUXC2ZP/A,256GB+4G,1501,4999.0
148,624902233.0,Apple Macbook 12 1.3GHz i5 512GB Silver MNYJ2ZP/A 手提電腦,3G+512GB,1451,11088.0
149,656160880.0,小米 (Mi) 紅米 Note 4X 64GB智能手機 玫瑰金色,64GB,151,1399.0
150,10394995121.0,Apple iPad (2018) Wi-Fi + Cellular 32GB MR6P2ZP/A 銀色,32GB,1451,3288.0
151,10555843051.0,Apple Macbook Pro BAR 15 2.2GHz i7 256GB Sliver MR962ZP/A 手提電腦,2G+256GB,1451,16688.0
152,10970237102.0,HUAWEI MateBook 13 i5/8GB/256GB/深空灰 手提電腦,8GB+256GB,1351,6998.0
153,10555843999.0,Apple Macbook Pro BAR 15 2.6GHz i7 512GB Silver MR972ZP/A 手提電腦,6G+512GB,1451,18988.0
154,10944549901.0,SAMSUNG TAB A 8 WIFI WITH S PEN 平板電腦 黑色,None,1401,1888.0
155,10964123807.0,Apple Macbook Pro with Touch Bar 15 2.3GHz I9 512GB Space Gray MV912ZP/A 手提電腦,3G+512GB,1451,20679.0
156,10555868338.0,Apple iPad Pro 12.9 64GB Wi-Fi Space Gray MTEL2ZP/A 平板電腦,64GB,1451,7199.0
157,10394984583.0,Apple iPad (2018) Wi-Fi + Cellular 32GB MR6N2ZP/A 太空灰,32GB,1451,3288.0
158,10880925011.0,HUAWE Y7 PRO 2019 智能手機 黑色,None,451,1188.0
159,615437999.0,微軟 (Microsoft) Surface Book Performance Base (i7/16GB/512GB),16GB+512GB,101,21688.0
160,11228763764.0,SAMSUNG T290 GALAXY TAB A 8 32GB WIFI,32GB,1401,988.0
161,10880925012.0,HUAWEI Y7 PRO 2019 智能手機 藍色,None,1351,1188.0
162,10964145683.0,APPLE IPAD MINI 2019 64GB 4G SILVER MUX62ZP/A 平板電腦,64GB+4G,1501,3888.0
163,11197208554.0,SAMSUNG SM-T510NZDETGY TAB A 10.1 32GB WIFI 金色,32GB,1401,1888.0
164,10574071838.0,Apple Macbook Pro 13 with Touch Bar 1.4GHz I5 Space Gray MUHP2ZP/A 手提電腦,4G,1451,11899.0
165,150843468.0,[限量1件]華為 (HUAWEI) P9 標準版 智能電話 月光銀,None,201,3280.0
166,10584849251.0,APPLE IPHONE XS 512GB 手機 銀色,512GB,1501,10799.0
167,10555846917.0,Apple iPad Pro 12.9 256GB 4G Space Gray MTHV2ZP/A 平板電腦,256GB+4G,1451,9199.0
168,10719285049.0,SAMSUNG GALAXY NOTE 9 128GB 手機 白色,128GB,1401,5556.12
169,10944549906.0,SAMSUNG TAB A 8 LTE WITH S PEN 平板電腦 黑色,None,1401,2488.0
170,10555572829.0,Apple iPad Pro 11 64GB 4G Space Gray MU0M2ZP/A 平板電腦,64GB+4G+0M,1451,6799.0
171,11136280253.0,VIVO Y17 手機 藍色,None,1301,1698.0
172,10555805676.0,Apple iPad Pro 11 512GB Wi-Fi Space Gray MTXT2ZP/A 平板電腦,512GB,1451,8199.0
173,10964123793.0,Apple Macbook Pro with Touch Bar 15 2.6GHz I7 256GB Space Gray MV902ZP/A 手提電腦,6G+256GB,1451,17099.0
174,10555857393.0,APPLE Macbook 12 1.2GHz M3 256GB Gold MRQN2ZP/A 手提電腦,2G+256GB,1501,9288.0
175,10964145562.0,APPLE IPAD AIR 10.5 256GB 4G SPACE GREY MV0N2ZP/A 平板電腦,256GB+4G,1501,5488.0
176,11314864622.0,SAMSUNG Note10+ 手機 12GB+512GB 幻光,12GB+512GB,1401,8998.0
177,10964145600.0,APPLE IPAD AIR 10.5 256GB 4G GOLD MV0Q2ZP/A 平板電腦,256GB+4G,1501,5499.0
178,10880925013.0,HUAWEI Y7 PRO 2019 智能手機 紅色,None,1351,1188.0
179,10877830653.0,NOKIA 9 PUREVIEW 手機 藍色,None,751,3998.0
180,11136280258.0,VIVO Y17 手機 紫色,None,1301,1698.0
181,612739294.0,雷蛇 (RAZER) Blade B6NT/W10/FHD/i7/16GB/1TB SSD 電競級遊戲筆記本,16GB,601,17599.0
182,10964145573.0,APPLE IPAD AIR 10.5 256GB 4G SILVER MV0P2ZP/A 平板電腦,256GB+4G,1501,5488.0
183,11314864616.0,SAMSUNG Note10+ 手機 12GB+512GB 幻黑,12GB+512GB,1401,8998.0
184,10964145765.0,APPLE IPAD MINI 2019 256GB 4G SILVER MUXD2ZP/A 平板電腦,256GB+4G,1501,4899.0
185,11193559892.0,SAMSUNG GALAXY A80 手機 8+128GB 幻魅金,128GB,1401,4098.0
186,10574070923.0,Apple Macbook Pro 13 with Touch Bar 1.4GHz I5 128GB Space Gray MUHN2ZP/A 手提電腦,4G+128GB,1451,10399.0
187,10555867477.0,Apple iPad Pro 12.9 512GB Wi-Fi Space Gray MTFP2ZP/A 平板電腦,512GB,1451,9699.0
188,690402405.0,MEIZU PRO 7 PLUS M793H 手機 黑色,None,651,1799.0
189,10748547461.0,NOKIA 8.1 智能手機 鋼銀色,None,751,1999.0
190,10555566928.0,Apple iPad Pro 11 512GB 4G Space Gray MU1F2ZP/A 平板電腦,512GB+4G,1451,9199.0
191,10555867679.0,Apple iPad Pro 12.9 64GB Wi-Fi Silver MTEM2ZP/A 平板電腦,64GB,1451,7199.0
192,10580005239.0,SAMSUNG SM-T835CZKLTGY BLACK TAB S4 256GB LTE【蘇寧9周年】,256GB,1401,6288.0
193,11193559889.0,SAMSUNG GALAXY A80 手機 8+128GB 魅影黑,128GB,1401,4098.0
194,10592156842.0,Apple Macbook Pro with Touch Bar 13 2.4GHz I5 512GB Silver MV9A2ZP/A 手提電腦,4G+512GB,1451,14945.0
195,10555863478.0,Apple iPad Pro 12.9 64GB 4G Space Gray MTHJ2ZP/A 平板電腦,64GB+4G,1451,8199.0
196,10964123852.0,Apple Macbook Pro with Touch Bar 15 2.3GHz I9 512GB Silver MV932ZP/A 手提電腦,3G+512GB,1451,20679.0
197,10964124188.0,APPLE IPAD AIR 10.5 64GB 4G SPACE GREY MV0D2ZP/A 平板電腦,64GB+4G,1501,4599.0
198,10555867395.0,Apple iPad Pro 12.9 512GB Wi-Fi Silver MTFQ2ZP/A 平板電腦,512GB,1451,9699.0
199,690402406.0,MEIZU PRO 7 PLUS M793H 手機 太空黑,None,651,1799.0
200,10574067139.0,Apple Macbook Air 13 1.6GHz I5 128GB Gold MVFM2ZP/A 手提電腦,6G+128GB,1451,8899.0
201,10574063711.0,Apple Macbook Air 13 1.6GHz I5 256GB Space Gray MVFJ2ZP/A 手提電腦,6G+256GB,1451,10399.0
202,10574068768.0,Apple Macbook Air 13 1.6GHz I5 256GB Gold MVFN2ZP/A 手提電腦,6G+256GB,1451,10399.0
203,11314878283.0,SAMSUNG Note10 手機 8GB+256GB 幻光,8GB+256GB,1401,6998.0
204,10548430151.0,LG G7 手機 64GB 藍色,64GB,1151,4398.0
205,11194736884.0,Asus VivoBook14 X420FA-SS8202T Notebook 手提電腦,None,1,6498.0
206,10717774549.0,AMAZON ALL KINDLE PAPERWHITE 4TH GEN 32GB 黑色 電子書,32GB,1101,1388.0
207,10964124236.0,APPLE IPAD AIR 10.5 64GB 4G GOLD MV0F2ZP/A 平板電腦,64GB+4G,1501,4488.0
208,10555803878.0,Apple iPad Pro 11 512GB Wi-Fi Silver MTXU2ZP/A 平板電腦,512GB,1451,8199.0
209,10859217502.0,LENOVO L38011 K5 PLAY 3+32GB 手機 藍色,32GB,1201,1099.0
210,10859217502.0,LENOVO L38011 K5 PLAY 3+32GB 手機 藍色,32GB,1201,1099.0
211,10964124211.0,APPLE IPAD AIR 10.5 64GB 4G SILVER MV0E2ZP/A 平板電腦,64GB+4G,1501,4599.0
212,10594811399.0,LG K11+ 智能手機 藍色,None,1151,1598.0
213,10592156838.0,Apple Macbook Pro with Touch Bar 13 2.4GHz I5 256GB Silver MV992ZP/A 手提電腦,4G+256GB,1451,13399.0
214,10717774544.0,AMAZON ALL KINDLE PAPERWHITE 4TH GEN 8GB 黑色 電子書,8GB,1101,1699.0
215,10580992866.0,AMAZON KINDLE PAPERWHITE HD WIFI 4GB WHITE 電子書,4GB,1101,1599.0
216,10686527830.0,ALCATEL 5V 手機 黑色,None,501,1399.0
217,675174484.0,HP PAVILION GAMING 15 手提電腦,None,351,11999.0
218,10555566560.0,Apple iPad Pro 11 512GB 4G Silver MU1M2ZP/A 平板電腦,512GB+4G+1M,1451,9199.0
219,10555859590.0,Apple Macbook 12 1.3GHz I5 512GB Gold MRQP2ZP/A 手提電腦,3G+512GB,1451,11088.0
220,10594811400.0,LG K11+ 智能手機 金色,None,1151,1598.0
221,612739286.0,雷蛇 (RAZER) Blade (B6NT/W10/FHD/i7/16GB/256GB SSD) 電競級遊戲筆記本,16GB+256GB,601,15999.0
222,11314878266.0,SAMSUNG Note10 手機 8GB+256GB 幻黑,8GB+256GB,1401,6998.0
223,10574052648.0,Apple Macbook Air 13 1.6GHz I5 128GB Silver MVFK2ZP/A 手提電腦,6G+128GB,1451,8899.0
224,10574072528.0,Apple Macbook Pro 13 with Touch Bar 1.4GHz i5 128GB Silver MUHQ2ZP/A 手提電腦,4G+128GB,1451,10399.0
225,10555567339.0,Apple iPad Pro 11 64GB 4G Silver MU0U2ZP/A 平板電腦,64GB+4G,1451,6799.0
226,10584534153.0,MOTOROLA MOTO E5 PLUS 手機 黑色,None,851,1529.0
227,10555861888.0,Apple iPad Pro 12.9 512GB 4G Space Gray MTJD2ZP/A 平板電腦,512GB+4G,1451,10629.0
228,10555862151.0,Apple iPad Pro 12.9 64GB 4G Silver MTHP2ZP/A 平板電腦,64GB+4G,1451,8199.0
229,11322412881.0,ASUS Laptop X407MA-AS4011T notebook手提電腦,407M,1051,2998.0
230,10574064814.0,Apple Macbook Air 13 1.6GHz I5 256GB Silver MVFL2ZP/A 手提電腦,6G+256GB,1451,10399.0
231,10574051410.0,Apple Macbook Air 13 1.6GHz I5 128GB Space Gray MVFH2ZP/A 手提電腦,6G+128GB,1451,8899.0
232,10748851001.0,FUJITSU E558K503B 15.6'' i5 256GB SSD MADE IN JAPAN 手提電腦,256GB,951,9998.0
233,11314878289.0,SAMSUNG Note10 手機 8GB+256GB 幻白,8GB+256GB,1401,6998.0
234,10605103655.0,SAMSUNG NOTEBOOK 9 ALWAYS 13.3'' 512GB SSD NP900X3T-K03HK 手提電腦,512GB,1401,13480.0
235,10162752130.0,FUJITSU U537K703B NB i7 13.3''黑色 手提電腦,None,951,6998.0
236,11269697063.0,ASUS VivoBook S406UA-AS8202E Notebook 手提電腦,None,1051,5498.0
237,10964123826.0,Apple Macbook Pro with Touch Bar 15 2.6GHz I7 256GB Silver MV922ZP/A 手提電腦,6G+256GB,1451,17859.0
238,10569646283.0,MOTOROLA MOTO G6 PLUS 手機 黑色,None,851,2199.0
239,11193559937.0,SAMSUNG GALAXY A80 手機 8+128GB 魅光白,128GB,1401,4098.0
240,10605103653.0,SAMSUNG NOTEBOOK 9 ALWAYS 13.3'' 256GB SSD NP900X3T-K01HK 手提電腦,256GB,1401,7390.0
241,10605103654.0,SAMSUNG NOTEBOOK 9 ALWAYS 13.3'' 256 GB SSD NP900X3T-K02HK 手提電腦,None,1401,11480.0
242,10605103656.0,SAMSUNG NOTEBOOK 9 ALWAYS 15'' 256GB SSD NP900X5T-K02HK手提電腦,256GB,1401,10980.0
243,11008663718.0,HONOR View 20 6+128GB 智能手機 幻夜黑,128GB,901,3499.0
244,10859217499.0,LENOVO K520 S5 4+64GB 手機 黑色,64GB,1201,1399.0
245,10555851024.0,Apple iPad Pro 12.9 512GB 4G Silver MTJJ2ZP/A 平板電腦,512GB+4G,1451,10629.0
246,10555865475.0,Apple iPad Pro 12.9 1TB Wi-Fi Space Gray MTFR2ZP/A 平板電腦,None,1451,12499.0
247,10555754413.0,Apple iPad Pro 11 1TB Wi-Fi Silver MTXW2ZP/A 平板電腦,None,1451,11079.0
248,11308814872.0,SAMSUNG TAB S6 WIFI 8+256GB 平板電腦,256GB,1401,6188.0
