,product_name,product_index,product_type,median_rates,mean_rates
20,HUAWEI P30 8+128GB 智能手機 極光色,11020212652,Mobile Phone,5.0,5.0
21,APPLE IPHONE XR 128GB 手機 藍色,10584849529,Mobile Phone,5.0,5.0
22,HUAWEI P30 PRO 8+256GB 智能手機 天空之境,11020212648,Mobile Phone,5.0,5.0
23,SAMSUNG GALAXY S10 智能手機 8+128GB 幻鑽白,10903483866,Mobile Phone,5.0,5.0
24,SAMSUNG GALAXY S10+ 智能手機8+128GB 幻鑽白,10903483741,Mobile Phone,5.0,5.0
25,HUAWEI NOVA 4 智能手機 藍色,10860882500,Mobile Phone,5.0,5.0
26,HUAWEI MATE9 GRAPHITE BLACK MATE9 PRO,601497811,Mobile Phone,5.0,5.0
27,SAMSUNG GALAXY S10+ 智能手機 8+128GB 幻鑽綠,10903483746,Mobile Phone,5.0,5.0
28,HUAWEI MATE 20 PRO 手機 綠色,10674060098,Mobile Phone,5.0,5.0
29,APPLE IPHONE XS MAX 512GB 手機 太空灰,10584849430,Mobile Phone,5.0,5.0
30,Apple MacBook Pro 13 2.3GHz i5 256GB 手提電腦,624902167,Laptop,5.0,5.0
31,Apple iPad (2018) Wi-Fi 128GB MR7K2ZP/A 銀色,10395189998,Tablet,5.0,5.0
32,APPLE IPHONE XR 256GB 手機 黑色,10584849534,Mobile Phone,5.0,5.0
33,Apple MacBook Pro 13 2.3GHz i5 128GB 手提電腦,624902159,Laptop,5.0,5.0
34,DELL Inspiron 15-5570 15L-R1740-S-W10 i7 256GB 手提電腦,765126282,Laptop,5.0,5.0
35,APPLE IPHONE XR 64GB 手機 白色,10584849438,Mobile Phone,5.0,5.0
36,APPLE IPHONE XR 64GB 手機 紅色,10584849441,Mobile Phone,5.0,5.0
37,APPLE IPHONE XS 64GB 手機 太空灰,10584849156,Mobile Phone,5.0,5.0
38,Apple MacBook Pro 13 2.3GHz i5 256GB 手提電腦,624902162,Laptop,5.0,5.0
39,APPLE IPHONE XS MAX 64GB 手機 太空灰,10584849307,Mobile Phone,5.0,5.0
40,SAMSUNG GALAXY S10 智能手機 8+128GB 幻鑽綠,10903483881,Mobile Phone,5.0,5.0
41,HUAWEI M5-PRO-10-GD GOLD M5 PRO TABLET,10532526617,Mobile Phone,5.0,5.0
42,HUAWEI NOVA 3I 手機 紫色,10583408739,Mobile Phone,5.0,5.0
43,Apple iPad (2018) Wi-Fi 32GB MR7F2ZP/A 太空灰,10395130356,Tablet,5.0,5.0
44,APPLE IPHONE XR 128GB 手機 橙色,10584849522,Mobile Phone,5.0,5.0
45,Microsoft Surface Go (Intel 4415Y/128GB/8GB RAM),10580223969,Tablet,5.0,5.0
46,Apple iPad (2018) Wi-Fi 32GB MR7G2ZP/A 銀色,10395156079,Tablet,5.0,5.0
47,SAMSUNG GALAXY NOTE 9 128GB 手機 藍色,10586383781,Mobile Phone,5.0,5.0
48,HUAWEI Y9 2019 智能手機 黑色,10695152159,Mobile Phone,5.0,5.0
49,HUAWEI NOVA 3I 手機 白色,10583408744,Mobile Phone,5.0,5.0
50,SAMSUNG6+128GB GALAXY A60 智能手機 黑色,11026147274,Mobile Phone,5.0,5.0
51,APPLE IPHONE XR 256GB 手機 白色,10584849539,Mobile Phone,5.0,5.0
52,HUAWEI M5-8-GD GOLD M5 TABLET,10532528362,Mobile Phone,5.0,5.0
53,Apple MacBook Air 13'' 1.8GHz i5 128GB 手提電腦,624902250,Laptop,5.0,5.0
54,HUAWEI NOVA 3I 手機 黑色,10583408737,Mobile Phone,5.0,5.0
55,Apple Macbook Pro 13 2.3GHz i5 128GB Silver MPXR2ZP/A,624902161,Laptop,5.0,5.0
56,HUAWEI Y9 2019 智能手機 藍色,10787520774,Mobile Phone,5.0,5.0
57,Apple MacBook Pro 13 2.3GHz i5 256GB 手提電腦,10555845058,Laptop,5.0,5.0
58,Apple iPad Pro 11 256GB Wi-Fi Silver MTXR2ZP/A 平板電腦,10555786341,Tablet,5.0,5.0
59,APPLE IPHONE XR 256GB 手機 (PRODUCT)RED,10584849540,Mobile Phone,5.0,5.0
60,HUAWEI P30 LITE 6+128GB 智能手機 藍色,11020212664,Mobile Phone,5.0,5.0
61,APPLE IPHONE XS 64GB 手機 銀色,10584849161,Mobile Phone,5.0,5.0
62,SAMSUNG GALAXY NOTE 9 128GB 手機 黑色,10586383782,Mobile Phone,5.0,5.0
63,Microsoft Surface Pro i5/128GB/8GB RAM/ Signature Cover Bundle (Platinum）手提電腦,10576193971,Tablet,5.0,5.0
64,APPLE IPHONE XR 128GB 手機 黃色,10584849494,Mobile Phone,5.0,5.0
65,HUAWEI M5 LITE MEDIA PAD,10620163685,Mobile Phone,5.0,5.0
66,SAMSUNG GALAXY A70 手機 6+128GB 白色,11039060814,Mobile Phone,5.0,5.0
67,SAMSUNG GALAXY J4+ 手機 2+32GB 黑色,10676500810,Mobile Phone,5.0,5.0
68,華為/HUAWEI Y9 Prime 2019 手機 寶石藍,11191799765,Mobile Phone,5.0,5.0
69,SAMSUNG GALAXY A7 手機 4+128GB 黑色,10676511066,Mobile Phone,5.0,5.0
70,SAMSUNG GALAXY A70 手機 8+128GB 黑色,11039060815,Mobile Phone,5.0,5.0
71,Microsoft Surface Pro 6 (Core i5/ 256GB/8GB RAM),10818305893,Tablet,5.0,5.0
72,DELL Inspiron 14-5480 R1500-S-W10 14'' i5 256SSD 手提電腦,10613855369,Laptop,5.0,5.0
73,APPLE IPAD MINI 2019 64GB WIFI GOLD MUQY2ZP/A 平板電腦,10964145620,Tablet,5.0,5.0
74,SAMSUNG GALAXY A7 手機 4+128GB 粉色,10676500905,Mobile Phone,5.0,5.0
75,MICROSOFT KLJ-00008 SP I5/8GB/256GB W/PLAT COVER BUNDLE 連鍵盤 電腦套裝,10578795276,Tablet,5.0,5.0
76,SAMSUNG GALAXY A70 手機 6+128GB 橙色,11039060813,Mobile Phone,5.0,5.0
77,Microsoft Surface Pro 6 (Core i5/ 128GB/ 8GB RAM),10818316793,Tablet,5.0,5.0
78,APPLE IPAD AIR 10.5 64GB WIFI SPACE GREY MUUJ2ZP/A 平板電腦,10964124018,Tablet,5.0,5.0
79,SAMSUNG GALAXY A20 手機 3+32GB 橙色,11008663596,Mobile Phone,5.0,5.0
80,VIVO V11 手機 夜空黑,10612390263,Mobile Phone,5.0,5.0
81,SAMSUNG GALAXY NOTE 9 128GB 手機 紫色,10586383783,Mobile Phone,5.0,5.0
82,華為/HUAWEI Y9 Prime 2019 手機 翡冷翠,11191799773,Mobile Phone,5.0,5.0
83,APPLE IPHONE XR 64GB 手機 藍色,10584849446,Mobile Phone,5.0,5.0
84,Apple Macbook Air 13 1.6GHz I5 256GB Space Gray MRE92ZP/A 手提電腦,10574051200,Laptop,5.0,5.0
85,LG X POWER K220YAHKGBK BLACK 智能手機 黑色 2+16,170114328,Mobile Phone,5.0,5.0
86,SAMSUNG GALAXY A70 手機 8+128GB 藍色,11039060816,Mobile Phone,5.0,5.0
87,SAMSUNG GALAXY A9 8+128GB 手機 藍色,10705443171,Mobile Phone,5.0,5.0
88,VIVO X21 手機 黑色,10524360588,Mobile Phone,5.0,5.0
89,VIVO V11 手機 紫色,10612565854,Mobile Phone,5.0,5.0
90,APPLE Macbook Pro Touch Bar 13 2.3GHz i5 512GB Space Gray MR9R2ZP/A 手提電腦,10555846102,Laptop,5.0,4.98
91,HUAWEI Y9 Prime 2019 手機 幻夜黑,11191646476,Mobile Phone,5.0,5.0
92,SAMSUNG GALAXY A40S 手機 6+64GB 黑色,11026147271,Mobile Phone,5.0,5.0
93,SAMSUNG GALAXY NOTE 9 512GB 手機 藍色,10586383778,Mobile Phone,5.0,5.0
94,APPLE IPAD AIR 10.5 64GB WIFI GOLD MUUL2ZP/A 平板電腦,10964124069,Tablet,5.0,5.0
95,APPLE IPAD AIR 10.5 64GB WIFI SILVER MUUK2ZP/A 平板電腦,10964124022,Tablet,5.0,5.0
96,HUAWEI P30 PRO 8+512GB 智能手機 橙色,11020212650,Mobile Phone,5.0,5.0
97,APPLE IPAD MINI 2019 64GB WIFI SPACE GREY MUQW2ZP/A 平板電腦,10964145615,Tablet,5.0,5.0
98,Apple iPad (2018) Wi-Fi + Cellular 128GB MRM22ZP/A 金,10395360561,Tablet,5.0,5.0
99,SAMSUNG GALAXY S10E 智能手機 6+128GB 幻鑽黑,10903483949,Mobile Phone,5.0,5.0
100,APPLE IPAD MINI 2019 64GB WIFI SILVER MUQX2ZP/A 平板電腦,10964145617,Tablet,5.0,5.0
101,Microsoft Surface Go (Intel 4415Y/64GB/4GB RAM),10580223964,Tablet,5.0,5.0
102,APPLE IPHONE XR 64GB 手機 橙色,10584849445,Mobile Phone,5.0,5.0
103,Apple Macbook Air 13 1.6GHz I5 128GB Gold MREE2ZP/A 手提電腦,10555863231,Laptop,5.0,5.0
104,APPLE MACBOOK PRO TOUCH BAR 13'' 2.3GHz i5 256GB Silver MR9U2ZP/A 手提電腦,10555848714,Laptop,5.0,5.0
105,HUAWEI P30 LITE 6+128GB 智能手機 白色,11020212665,Mobile Phone,5.0,5.0
106,ACER SF114-32-C9R3 NX.GXVCF.001 14'' 128GB SSD手提電腦,10586160964,Laptop,5.0,5.0
107,NOKIA 8110 手機 黑色,10572433360,Mobile Phone,5.0,5.0
108,HUAWEI MATEBOOK X PRO i7/16GB/512GB/GREY,10574024404,Laptop,5.0,5.0
109,Microsoft Surface Dial,624828890,Tablet,5.0,5.0
110,SAMSUNG GALAXY NOTE 9 512GB 手機紫色,10586383779,Mobile Phone,5.0,5.0
111,VIVO Y91C 手機 黑,11026147262,Mobile Phone,5.0,5.0
112,APPLE IPAD AIR 10.5 256GB WIFI SPACE GREY MUUQ2ZP/A 平板電腦,10964124098,Tablet,5.0,5.0
113,HUAWEI MATEBOOK13 I7/8GB/512GB/GREY 手提電腦,10970331810,Laptop,5.0,5.0
114,SAMSUNG GALAXY TAB S5E 6+128GB WIFI 平板電腦 銀色,10952538741,Mobile Phone,5.0,5.0
115,DELL Inspiron 15 3583 i7 256GB Black Ins3583-R1720-B-W10 手提電腦,10883983078,Laptop,5.0,5.0
116,Apple iPad (2018) Wi-Fi + Cellular 128GB MR722ZP/A 太空灰,10395109300,Tablet,5.0,5.0
117,LENOVO Ideapad 330S-15ARR 81FB00C5HH 手提電腦,10780284796,Laptop,5.0,5.0
118,Apple iPad Pro 11 64GB Wi-Fi Silver MTXP2ZP/A 平板電腦,10555817857,Tablet,5.0,5.0
119,APPLE IPAD MINI 2019 256GB WIFI GOLD MUU62ZP/A 平板電腦,10964145656,Tablet,5.0,5.0
120,VIVO Y91C 手機 藍色,11026147265,Mobile Phone,5.0,5.0
121,Apple MacBook Pro 15 2.6GHz i7 512GB 手提電腦,10555841085,Laptop,5.0,5.0
122,VIVO V15 PRO 手機 藍色,10952218503,Mobile Phone,5.0,5.0
123,SAMSUNG SM-T510NZKETGY TAB A 10.1 平板電腦 黑色,11116894797,Mobile Phone,5.0,5.0
124,Apple iPad Pro 12.9 256GB Wi-Fi Silver MTFN2ZP/A 平板電腦,10555866892,Tablet,5.0,4.98
125,SAMSUNG Note10+ 手機 12GB+256GB 幻光,11314864580,Mobile Phone,5.0,4.98
126,APPLE IPAD AIR 10.5 256GB WI-FI SILVER MUUR2ZP/A 平板電腦,10964124138,Tablet,5.0,5.0
127,Apple Macbook Air 13 1.6GHz I5 128GB Silver MREA2ZP/A 手提電腦,10555863878,Laptop,5.0,5.0
128,Apple Macbook 12 1.3GHz i5 512GB Space Gray MNYG2ZP/A 手提電腦,624902175,Laptop,5.0,5.0
129,APPLE IPAD AIR 10.5 256GB WIFI GOLD MUUT2ZP/A 平板電腦,10964124185,Tablet,5.0,5.0
130,APPLE Macbook Pro Touch Bar 15'' 2.2GHz i7 256GB Space Gray MR932ZP/A 手提電腦,10555840092,Laptop,5.0,5.0
131,聯想 (LENOVO) ThinkPad T460s 14吋i7 20F9A044HH 企業級超輕薄電腦,193709290,Laptop,5.0,5.0
132,Microsoft Surface Pro 6 (Core i5/ 256GB/ 8GB RAM),10818305892,Tablet,5.0,5.0
133,SAMSUNG Note10+ 手機 12GB+256GB 幻黑,11314878297,Mobile Phone,5.0,5.0
134,ACER Aspire 3 A315-53G-57HF 15.6'' 手提電腦,10883983076,Laptop,5.0,5.0
135,APPLE Macbook Pro Touch Bar 13 2.3GHz i5 512GB Silver MR9V2ZP/A 手提電腦,10555852823,Laptop,5.0,4.96
136,APPLE IPHONE XR 64GB 手機 黃色,10584849444,Mobile Phone,5.0,4.98
137,APPLE IPAD MINI 2019 256GB WIFI SPACE GREY MUU32ZP/A 平板電腦,10964145627,Tablet,5.0,5.0
138,SAMSUNG Note10+ 手機 12GB+256GB 幻白,11314864607,Mobile Phone,5.0,5.0
139,LENOVO Ideapad 330-15ICH 手提電腦,10591752875,Laptop,5.0,5.0
140,Apple iPad (2018) Wi-Fi + Cellular 32GB MRM02ZP/A 金色,10395359640,Tablet,5.0,5.0
141,APPLE IPHONE XS 512GB 手機 太空灰,10584849219,Mobile Phone,5.0,5.0
142,APPLE IPAD MINI 2019 64GB 4G SPACE GREY MUX52ZP/A 平板電腦,10964145679,Tablet,5.0,5.0
143,APPLE IPHONE XS 512GB 手機 金色,10584849281,Mobile Phone,5.0,5.0
144,APPLE IPAD MINI 2019 256GB WIFI SILVER MUU52ZP/A 平板電腦,10964145632,Tablet,5.0,5.0
145,APPLE IPAD MINI 2019 64GB 4G GOLD MUX72ZP/A 平板電腦,10964145688,Tablet,5.0,5.0
146,Apple Macbook Pro with Touch Bar 13 2.4GHz I5 256GB Space Gray MV962ZP/A 手提電腦,10964123899,Laptop,5.0,5.0
147,SAMSUNG GALAXY S10 智能手機 8+512GB 幻鑽黑,10903483769,Mobile Phone,5.0,5.0
148,Apple Macbook Pro with Touch Bar 13 2.4GHz I5 512GB Space Gray MV972ZP/A 手提電腦,10964123956,Laptop,5.0,5.0
149,APPLE IPAD MINI 2019 256GB 4G SPACE GREY MUXC2ZP/A,10964145699,Tablet,5.0,5.0
150,Apple Macbook 12 1.3GHz i5 512GB Silver MNYJ2ZP/A 手提電腦,624902233,Laptop,5.0,5.0
151,小米 (Mi) 紅米 Note 4X 64GB智能手機 玫瑰金色,656160880,Mobile Phone,5.0,5.0
152,Apple iPad (2018) Wi-Fi + Cellular 32GB MR6P2ZP/A 銀色,10394995121,Tablet,5.0,5.0
153,Apple Macbook Pro BAR 15 2.2GHz i7 256GB Sliver MR962ZP/A 手提電腦,10555843051,Laptop,5.0,5.0
154,HUAWEI MateBook 13 i5/8GB/256GB/深空灰 手提電腦,10970237102,Laptop,5.0,5.0
155,Apple Macbook Pro BAR 15 2.6GHz i7 512GB Silver MR972ZP/A 手提電腦,10555843999,Laptop,5.0,5.0
156,SAMSUNG TAB A 8 WIFI WITH S PEN 平板電腦 黑色,10944549901,Mobile Phone,5.0,5.0
157,Apple Macbook Pro with Touch Bar 15 2.3GHz I9 512GB Space Gray MV912ZP/A 手提電腦,10964123807,Laptop,5.0,5.0
158,Apple iPad Pro 12.9 64GB Wi-Fi Space Gray MTEL2ZP/A 平板電腦,10555868338,Tablet,5.0,5.0
159,Apple iPad (2018) Wi-Fi + Cellular 32GB MR6N2ZP/A 太空灰,10394984583,Tablet,5.0,5.0
160,HUAWE Y7 PRO 2019 智能手機 黑色,10880925011,Mobile Phone,5.0,5.0
161,微軟 (Microsoft) Surface Book Performance Base (i7/16GB/512GB),615437999,Tablet,5.0,5.0
162,SAMSUNG T290 GALAXY TAB A 8 32GB WIFI,11228763764,Mobile Phone,5.0,5.0
163,HUAWEI Y7 PRO 2019 智能手機 藍色,10880925012,Mobile Phone,5.0,5.0
164,APPLE IPAD MINI 2019 64GB 4G SILVER MUX62ZP/A 平板電腦,10964145683,Tablet,5.0,5.0
165,SAMSUNG SM-T510NZDETGY TAB A 10.1 32GB WIFI 金色,11197208554,Mobile Phone,5.0,4.98
166,Apple Macbook Pro 13 with Touch Bar 1.4GHz I5 Space Gray MUHP2ZP/A 手提電腦,10574071838,Laptop,5.0,5.0
167,[限量1件]華為 (HUAWEI) P9 標準版 智能電話 月光銀,150843468,Mobile Phone,5.0,5.0
168,APPLE IPHONE XS 512GB 手機 銀色,10584849251,Mobile Phone,5.0,5.0
169,Apple iPad Pro 12.9 256GB 4G Space Gray MTHV2ZP/A 平板電腦,10555846917,Tablet,5.0,5.0
170,SAMSUNG GALAXY NOTE 9 128GB 手機 白色,10719285049,Mobile Phone,5.0,5.0
171,SAMSUNG TAB A 8 LTE WITH S PEN 平板電腦 黑色,10944549906,Mobile Phone,5.0,5.0
172,Apple iPad Pro 11 64GB 4G Space Gray MU0M2ZP/A 平板電腦,10555572829,Tablet,5.0,5.0
173,VIVO Y17 手機 藍色,11136280253,Mobile Phone,5.0,5.0
174,Apple iPad Pro 11 512GB Wi-Fi Space Gray MTXT2ZP/A 平板電腦,10555805676,Tablet,5.0,4.98
175,Apple Macbook Pro with Touch Bar 15 2.6GHz I7 256GB Space Gray MV902ZP/A 手提電腦,10964123793,Laptop,5.0,5.0
176,APPLE Macbook 12 1.2GHz M3 256GB Gold MRQN2ZP/A 手提電腦,10555857393,Laptop,5.0,5.0
177,APPLE IPAD AIR 10.5 256GB 4G SPACE GREY MV0N2ZP/A 平板電腦,10964145562,Tablet,5.0,4.95
178,SAMSUNG Note10+ 手機 12GB+512GB 幻光,11314864622,Mobile Phone,5.0,5.0
179,APPLE IPAD AIR 10.5 256GB 4G GOLD MV0Q2ZP/A 平板電腦,10964145600,Tablet,5.0,5.0
180,HUAWEI Y7 PRO 2019 智能手機 紅色,10880925013,Mobile Phone,5.0,5.0
181,NOKIA 9 PUREVIEW 手機 藍色,10877830653,Mobile Phone,5.0,5.0
182,VIVO Y17 手機 紫色,11136280258,Mobile Phone,5.0,5.0
183,雷蛇 (RAZER) Blade B6NT/W10/FHD/i7/16GB/1TB SSD 電競級遊戲筆記本,612739294,Laptop,5.0,5.0
184,APPLE IPAD AIR 10.5 256GB 4G SILVER MV0P2ZP/A 平板電腦,10964145573,Tablet,5.0,4.94
185,SAMSUNG Note10+ 手機 12GB+512GB 幻黑,11314864616,Mobile Phone,5.0,5.0
186,APPLE IPAD MINI 2019 256GB 4G SILVER MUXD2ZP/A 平板電腦,10964145765,Tablet,5.0,5.0
187,SAMSUNG GALAXY A80 手機 8+128GB 幻魅金,11193559892,Mobile Phone,5.0,5.0
188,Apple Macbook Pro 13 with Touch Bar 1.4GHz I5 128GB Space Gray MUHN2ZP/A 手提電腦,10574070923,Laptop,5.0,5.0
189,Apple iPad Pro 12.9 512GB Wi-Fi Space Gray MTFP2ZP/A 平板電腦,10555867477,Tablet,5.0,5.0
190,MEIZU PRO 7 PLUS M793H 手機 黑色,690402405,Mobile Phone,5.0,5.0
191,NOKIA 8.1 智能手機 鋼銀色,10748547461,Mobile Phone,5.0,5.0
192,Apple iPad Pro 11 512GB 4G Space Gray MU1F2ZP/A 平板電腦,10555566928,Tablet,5.0,5.0
193,Apple iPad Pro 12.9 64GB Wi-Fi Silver MTEM2ZP/A 平板電腦,10555867679,Tablet,5.0,5.0
194,SAMSUNG SM-T835CZKLTGY BLACK TAB S4 256GB LTE【蘇寧9周年】,10580005239,Mobile Phone,5.0,5.0
195,SAMSUNG GALAXY A80 手機 8+128GB 魅影黑,11193559889,Mobile Phone,5.0,5.0
196,Apple Macbook Pro with Touch Bar 13 2.4GHz I5 512GB Silver MV9A2ZP/A 手提電腦,10592156842,Laptop,5.0,5.0
197,Apple iPad Pro 12.9 64GB 4G Space Gray MTHJ2ZP/A 平板電腦,10555863478,Tablet,5.0,5.0
198,Apple Macbook Pro with Touch Bar 15 2.3GHz I9 512GB Silver MV932ZP/A 手提電腦,10964123852,Laptop,5.0,5.0
199,APPLE IPAD AIR 10.5 64GB 4G SPACE GREY MV0D2ZP/A 平板電腦,10964124188,Tablet,5.0,5.0
200,Apple iPad Pro 12.9 512GB Wi-Fi Silver MTFQ2ZP/A 平板電腦,10555867395,Tablet,5.0,5.0
201,MEIZU PRO 7 PLUS M793H 手機 太空黑,690402406,Mobile Phone,5.0,5.0
202,Apple Macbook Air 13 1.6GHz I5 128GB Gold MVFM2ZP/A 手提電腦,10574067139,Laptop,5.0,5.0
203,Apple Macbook Air 13 1.6GHz I5 256GB Space Gray MVFJ2ZP/A 手提電腦,10574063711,Laptop,5.0,5.0
204,Amazon Kindle Review 2016 Black Kindle,10580992840,Tablet,5.0,5.0
205,Apple Macbook Air 13 1.6GHz I5 256GB Gold MVFN2ZP/A 手提電腦,10574068768,Laptop,5.0,5.0
206,SAMSUNG Note10 手機 8GB+256GB 幻光,11314878283,Mobile Phone,5.0,5.0
207,LG G7 手機 64GB 藍色,10548430151,Mobile Phone,5.0,5.0
208,Asus VivoBook14 X420FA-SS8202T Notebook 手提電腦,11194736884,Laptop,5.0,5.0
209,AMAZON ALL KINDLE PAPERWHITE 4TH GEN 32GB 黑色 電子書,10717774549,Tablet,5.0,5.0
210,APPLE IPAD AIR 10.5 64GB 4G GOLD MV0F2ZP/A 平板電腦,10964124236,Tablet,5.0,5.0
211,Apple iPad Pro 11 512GB Wi-Fi Silver MTXU2ZP/A 平板電腦,10555803878,Tablet,5.0,5.0
212,LENOVO L38011 K5 PLAY 3+32GB 手機 藍色,10859217502,Mobile Phone,5.0,5.0
213,LENOVO L38011 K5 PLAY 3+32GB 手機 藍色,10859217502,Mobile Phone,5.0,5.0
214,APPLE IPAD AIR 10.5 64GB 4G SILVER MV0E2ZP/A 平板電腦,10964124211,Tablet,5.0,5.0
215,LG K11+ 智能手機 藍色,10594811399,Mobile Phone,5.0,5.0
216,Apple Macbook Pro with Touch Bar 13 2.4GHz I5 256GB Silver MV992ZP/A 手提電腦,10592156838,Laptop,5.0,5.0
217,AMAZON ALL KINDLE PAPERWHITE 4TH GEN 8GB 黑色 電子書,10717774544,Tablet,5.0,5.0
218,AMAZON KINDLE PAPERWHITE HD WIFI 4GB WHITE 電子書,10580992866,Tablet,5.0,5.0
219,ALCATEL 5V 手機 黑色,10686527830,Mobile Phone,5.0,5.0
220,HP PAVILION GAMING 15 手提電腦,675174484,Laptop,5.0,5.0
221,Apple iPad Pro 11 512GB 4G Silver MU1M2ZP/A 平板電腦,10555566560,Tablet,5.0,5.0
222,Apple Macbook 12 1.3GHz I5 512GB Gold MRQP2ZP/A 手提電腦,10555859590,Laptop,5.0,5.0
223,LG K11+ 智能手機 金色,10594811400,Mobile Phone,5.0,5.0
224,雷蛇 (RAZER) Blade (B6NT/W10/FHD/i7/16GB/256GB SSD) 電競級遊戲筆記本,612739286,Laptop,5.0,5.0
225,SAMSUNG Note10 手機 8GB+256GB 幻黑,11314878266,Mobile Phone,5.0,5.0
226,Apple Macbook Air 13 1.6GHz I5 128GB Silver MVFK2ZP/A 手提電腦,10574052648,Laptop,5.0,5.0
227,Apple Macbook Pro 13 with Touch Bar 1.4GHz i5 128GB Silver MUHQ2ZP/A 手提電腦,10574072528,Laptop,5.0,5.0
228,Apple iPad Pro 11 64GB 4G Silver MU0U2ZP/A 平板電腦,10555567339,Tablet,5.0,5.0
229,MOTOROLA MOTO E5 PLUS 手機 黑色,10584534153,Mobile Phone,5.0,5.0
230,Apple iPad Pro 12.9 512GB 4G Space Gray MTJD2ZP/A 平板電腦,10555861888,Tablet,5.0,5.0
231,Apple iPad Pro 12.9 64GB 4G Silver MTHP2ZP/A 平板電腦,10555862151,Tablet,5.0,5.0
232,ASUS Laptop X407MA-AS4011T notebook手提電腦,11322412881,Laptop,5.0,5.0
233,Apple Macbook Air 13 1.6GHz I5 256GB Silver MVFL2ZP/A 手提電腦,10574064814,Laptop,5.0,5.0
234,Apple Macbook Air 13 1.6GHz I5 128GB Space Gray MVFH2ZP/A 手提電腦,10574051410,Laptop,5.0,5.0
235,FUJITSU E558K503B 15.6'' i5 256GB SSD MADE IN JAPAN 手提電腦,10748851001,Laptop,5.0,5.0
236,SAMSUNG Note10 手機 8GB+256GB 幻白,11314878289,Mobile Phone,5.0,5.0
237,SAMSUNG NOTEBOOK 9 ALWAYS 13.3'' 512GB SSD NP900X3T-K03HK 手提電腦,10605103655,Laptop,5.0,5.0
238,FUJITSU U537K703B NB i7 13.3''黑色 手提電腦,10162752130,Laptop,5.0,5.0
239,ASUS VivoBook S406UA-AS8202E Notebook 手提電腦,11269697063,Laptop,5.0,5.0
240,Apple Macbook Pro with Touch Bar 15 2.6GHz I7 256GB Silver MV922ZP/A 手提電腦,10964123826,Laptop,5.0,5.0
241,MOTOROLA MOTO G6 PLUS 手機 黑色,10569646283,Mobile Phone,5.0,5.0
242,SAMSUNG GALAXY A80 手機 8+128GB 魅光白,11193559937,Mobile Phone,5.0,5.0
243,SAMSUNG NOTEBOOK 9 ALWAYS 13.3'' 256GB SSD NP900X3T-K01HK 手提電腦,10605103653,Laptop,5.0,5.0
244,SAMSUNG NOTEBOOK 9 ALWAYS 13.3'' 256 GB SSD NP900X3T-K02HK 手提電腦,10605103654,Laptop,5.0,5.0
245,SAMSUNG NOTEBOOK 9 ALWAYS 15'' 256GB SSD NP900X5T-K02HK手提電腦,10605103656,Laptop,5.0,5.0
246,HONOR View 20 6+128GB 智能手機 幻夜黑,11008663718,Mobile Phone,5.0,5.0
247,LENOVO K520 S5 4+64GB 手機 黑色,10859217499,Mobile Phone,5.0,5.0
248,Apple iPad Pro 12.9 512GB 4G Silver MTJJ2ZP/A 平板電腦,10555851024,Tablet,5.0,5.0
249,Apple iPad Pro 12.9 1TB Wi-Fi Space Gray MTFR2ZP/A 平板電腦,10555865475,Tablet,5.0,5.0
250,Apple iPad Pro 11 1TB Wi-Fi Silver MTXW2ZP/A 平板電腦,10555754413,Tablet,5.0,5.0
